Date,Temperature_C,Temperature_Min_C,Feels_Like_C,Rainfall_mm,Humidity_Percent,Weather_Condition,Season,UV_Index,Wind_Speed_kmph,Air_Quality_Index,Dew_Point_C,Visibility_km
2021-09-13,31.9,26.0,31.9,41.0,55.3,Heavy_Rain,Monsoon,6.0,5.9,50,22.9,5.1
2021-09-14,33.7,25.2,32.7,0.0,27.6,Clear,Monsoon,10.4,41.3,80,21.6,13.4
2021-09-15,34.1,27.3,37.1,64.3,80.7,Heavy_Rain,Monsoon,7.7,29.9,75,23.7,1.1
16/09/2021,30.7,34.505544194964536,30.5,0.0,46.2,Clear,Monsoon,10.6,21.7,50,19.0,14.7
2021-09-17,34.7,23.0,37.1,0.0,25.0,Clear,Monsoon,9.6,9.9,50,20.5,14.3
"September 18, 2021",37.5,27.4,38.7,24.9,50.4,Rain,Monsoon,14.046390400455337,52.8,69,25.9,9.5
"September 19, 2021",29.1,25.1,25.0,0.0,25.7,Clear,Monsoon,9.5,16.5,60,21.4,13.7
2021-09-20,34.5,24.3,34.4,61.0,81.4,Heavy_Rain,Monsoon,6.6,7.6,50,21.7,1.7
"September 21, 2021",37.4,25.1,39.5,11.7,37.3,Rain,Monsoon,10.9,11.4,99,21.7,11.3
"September 22, 2021",32.9,24.4,32.0,12.3,52.1,Rain,Monsoon,7.1,17.3,50,21.1,9.6
2021-09-23,37.3,24.3,32.8,0.0,28.5,Clear,Monsoon,10.8,14.2,50,20.3,14.6
"September 24, 2021",32.7,24.6,35.6,41.7,73.0,Heavy_Rain,Monsoon,7.5,31.4,50,21.9,5.6
2021-09-25,25.2,23.2,23.3,25.1,49.1,Rain,Monsoon,2.9,6.8,127,,6.2
26/09/2021,32.1,23.4,33.6,0.0,45.7,Clear,Monsoon,,47.3,105,22.1,14.6
2021-09-27,36.3,26.1,32.4,0.0,34.0,Clear,Winter,4.2,30.9,102,24.6,11.0
2021-09-28,35.7,28.2,34.4,0.0,28.5,Clear,Monsoon,,5.7,70,,14.5
"September 29, 2021",35.0,25.9,33.5,0.0,39.8,Clear,Monsoon,6.3,12.0,113,22.2,13.9
30/09/2021,36.4,29.1,36.6,0.0,25.0,Clear,Monsoon,8.6,11.5,71,27.7,14.9
2021-10-01,27.4,18.5,25.0,0.0,26.7,Clear,Post_Monsoon,5.6,11.4,113,16.5,13.7
2021-10-02,26.5,24.5,26.8,0.0,34.9,Clear,Post_Monsoon,5.4,33.4,50,23.3,13.3
2021-10-03,32.6,18.8,32.1,0.0,26.4,Clear,Post_Monsoon,8.4,15.4,54,14.7,12.6
2021-10-04,31.5,14.7,27.7,0.0,25.0,Clear,Post_Monsoon,2.1,9.9,59,10.8,14.7
2021-10-05,31.7,14.3,32.9,0.0,25.0,Clear,Post_Monsoon,10.4,59.5,55,11.5,13.7
"October 06, 2021",33.3,17.2,29.4,0.0,25.0,Clear,Post_Monsoon,3.2,11.9,72,15.2,13.6
2021-10-07,32.4,16.2,34.9,0.0,41.0,Clear,Post_Monsoon,5.9,9.0,120,15.1,14.9
2021-10-08,33.6,15.5,35.1,0.0,32.8,Clear,Post_Monsoon,8.1,80.5,78,11.1,14.9
2021-10-09,29.7,26.1,32.1,0.0,36.5,Clear,Post_Monsoon,3.2,11.7,117,23.4,14.5
"October 10, 2021",30.2,16.4,27.7,0.0,27.2,Clear,Post_Monsoon,4.2,25.1,83,13.4,14.9
2021-10-11,29.8,19.1,28.3,0.0,25.0,Clear,Post_Monsoon,8.5,55.0,83,15.5,10.7
2021-10-12,32.2,14.4,32.5,0.0,26.8,Thunderstorm,Post_Monsoon,5.1,89.8,50,13.3,14.6
2021-10-13,30.3,15.9,33.1,0.0,32.9,Clear,Post_Monsoon,7.2,26.0,106,14.5,15.0
14/10/2021,28.9,22.5,28.1,0.0,38.5,Clear,Post_Monsoon,10.3,46.1,50,17.6,14.9
2021-10-15,34.1,16.5,33.4,0.0,25.0,Clear,Post_Monsoon,10.8,30.8,50,13.7,14.6
"October 16, 2021",33.6,14.2,32.4,0.0,45.2,Clear,Post_Monsoon,2.4,13.9,104,12.2,13.7
2021-10-17,31.7,16.9,32.2,0.0,25.0,Clear,Post_Monsoon,10.1,5.6,50,12.6,14.1
18/10/2021,29.9,22.1,30.3,21.7,39.3,Rain,Post_Monsoon,,21.9,58,17.9,10.6
2021-10-19,28.1,20.1,27.9,0.0,32.4,Clear,Post_Monsoon,2.8,18.2,93,18.3,11.9
"October 20, 2021",35.8,9.3,32.9,0.0,31.8,Clear,Post_Monsoon,8.8,33.4,81,4.5,14.0
21/10/2021,30.0,15.9,30.0,0.0,28.4,Clear,Post_Monsoon,,8.7,50,12.2,13.8
2021-10-22,32.7,18.4,31.1,1.9,25.0,Clear,Post_Monsoon,4.6,8.4,122,16.9,13.8
2021-10-23,25.2,19.6,24.0,0.0,29.4,Clear,Post_Monsoon,9.5,12.7,119,15.2,14.2
2021-10-24,32.9,22.0,34.0,0.0,28.8,Clear,Post_Monsoon,8.2,21.8,50,19.0,14.7
"October 25, 2021",37.1,14.2,33.7,0.0,25.0,Clear,Post_Monsoon,7.1,25.0,121,10.1,14.4
2021-10-26,27.8,19.6,24.9,8.6,26.1,Rain,Post_Monsoon,4.9,39.1,63,16.9,11.5
2021-10-27,33.0,18.0,31.3,0.0,29.3,Clear,Post_Monsoon,8.9,60.9,108,15.5,14.8
28/10/2021,32.2,18.7,32.7,0.0,25.0,Clear,Post_Monsoon,,41.9,50,14.8,14.8
29/10/2021,29.7,18.3,26.8,-1.0,34.8,Rain,Post_Monsoon,4.4,80.5,50,14.8,13.1
2021-10-30,27.6,19.9,25.3,0.0,35.2,Clear,Post_Monsoon,6.8,23.3,356,,11.7
2021-10-31,25.3,18.8,22.5,0.0,33.8,Clear,Post_Monsoon,3.4,14.0,318,17.7,14.5
01/11/2021,30.3,18.2,30.5,0.0,26.8,Clear,Post_Monsoon,3.3,5.4,326,14.5,14.1
2021-11-02,33.2,17.0,31.8,0.0,32.0,Clear,Post_Monsoon,10.0,15.8,275,14.6,14.3
2021-11-03,34.4,17.8,31.4,0.0,29.8,Clear,Post_Monsoon,5.5,22.5,262,16.1,14.1
2021-11-04,24.9,21.1,23.8,19.6,49.9,Rain,Post_Monsoon,9.3,34.2,312,17.8,10.9
2021-11-05,27.0,15.4,26.0,0.0,33.8,Clear,Post_Monsoon,4.6,6.5,240,12.6,14.8
"November 06, 2021",29.6,16.1,27.3,0.0,25.0,Clear,Post_Monsoon,7.9,11.3,302,15.0,14.6
2021-11-07,31.1,16.5,30.6,0.0,25.0,Clear,Post_Monsoon,7.4,24.2,312,,14.5
"November 08, 2021",28.2,20.1,26.6,0.0,34.4,Clear,Post_Monsoon,2.7,17.1,278,16.8,14.6
2021-11-09,30.7,17.8,30.9,0.0,47.8,Clear,Post_Monsoon,7.2,81.9,362,15.8,13.4
2021-11-10,31.3,13.2,30.2,0.0,28.4,Clear,Post_Monsoon,9.3,19.6,106,10.7,12.8
"November 11, 2021",36.3,23.5,35.1,0.0,33.7,Clear,Post_Monsoon,7.9,31.3,79,20.6,14.9
2021-11-12,31.7,19.6,30.5,0.0,29.0,Clear,Post_Monsoon,,46.2,81,16.6,14.9
2021-11-13,37.8,18.0,35.8,5.1,46.9,Rain,Post_Monsoon,4.8,21.8,62,,12.4
"November 14, 2021",30.1,14.6,26.7,0.0,25.0,Clear,Post_Monsoon,7.8,29.8,106,10.7,14.0
2021-11-15,32.0,19.4,30.7,0.3,33.8,Clear,Post_Monsoon,8.3,28.3,140,16.7,14.7
16/11/2021,33.4,18.1,29.6,0.0,41.2,Clear,Post_Monsoon,6.0,7.3,56,16.2,14.8
2021-11-17,30.3,16.9,29.5,0.0,36.1,Clear,Post_Monsoon,3.8,32.0,62,12.9,14.8
2021-11-18,33.2,16.4,34.1,0.0,32.6,Clear,Post_Monsoon,7.3,6.3,83,15.3,13.1
2021-11-19,27.0,21.8,28.3,3.3,27.3,Clear,Post_Monsoon,3.5,15.3,66,20.3,14.2
2021-11-20,29.9,18.0,26.7,0.0,34.3,Clear,Post_Monsoon,2.2,17.5,77,15.6,13.6
21/11/2021,34.8,19.0,30.8,0.0,30.9,Clear,Post_Monsoon,7.4,6.6,84,,14.7
2021-11-22,28.8,32.3340749025464,27.1,0.0,25.0,Clear,Post_Monsoon,10.7,26.8,50,12.3,14.5
2021-11-23,30.5,16.5,31.8,15.1,32.1,Rain,Post_Monsoon,9.1,12.8,101,,12.0
2021-11-24,24.6,18.2,21.0,0.0,25.0,Clear,Post_Monsoon,,18.4,79,13.2,12.5
2021-11-25,27.4,18.7,25.7,0.0,35.1,Clear,Post_Monsoon,8.5,37.2,71,14.8,13.8
2021-11-26,25.8,14.5,20.7,0.0,31.6,Clear,Post_Monsoon,9.4,53.7,106,,15.0
2021-11-27,26.3,16.8,24.8,0.0,32.5,Clear,Post_Monsoon,6.5,6.0,81,14.4,14.6
"November 28, 2021",32.1,19.5,28.2,0.0,25.0,Clear,Post_Monsoon,,7.9,67,18.4,15.0
2021-11-29,34.5,20.0,36.5,19.8,49.4,Rain,Post_Monsoon,2.1,21.2,63,16.1,10.9
"November 30, 2021",33.0,16.7,33.8,0.0,27.0,Clear,Post_Monsoon,5.3,30.4,56,12.4,14.7
01/12/2021,11.2,9.2,9.1,0.0,34.1,Cloudy,Winter,,19.9,54,5.6,13.5
2021-12-02,13.4,8.4,11.5,0.0,41.2,Cloudy,Winter,7.5,14.0,58,4.7,13.8
03/12/2021,21.5,5.6,19.6,0.0,47.7,Clear,Winter,9.5,26.0,50,2.4,14.0
2021-12-04,21.6,6.4,22.8,0.0,39.9,Clear,Winter,,10.2,97,3.8,14.2
2021-12-05,19.3,6.6,18.0,0.0,46.3,Clear,Winter,,31.5,136,2.4,14.7
2021-12-06,24.7,5.2,24.5,0.0,30.6,Clear,Winter,5.3,7.4,50,2.6,15.0
2021-12-07,21.8,12.3,18.5,0.0,28.3,Clear,Winter,8.0,17.1,50,10.1,10.2
2021-12-08,20.8,25.067050741645552,20.7,0.0,25.0,Clear,Winter,7.2,57.0,110,0.9,13.7
09/12/2021,17.2,9.8,12.8,0.0,30.9,Clear,Winter,9.5,27.8,55,5.8,12.3
2021-12-10,18.1,6.9,17.0,0.0,42.8,Clear,Winter,9.2,5.8,76,2.4,14.9
2021-12-11,21.5,7.7,21.3,-1.0,42.4,Clear,Winter,3.1,8.8,103,4.7,13.4
"December 12, 2021",17.2,10.8,17.9,0.0,35.0,Clear,Winter,7.1,14.3,162,8.1,14.7
2021-12-13,20.5,12.9,21.0,0.0,45.4,Clear,Post_Monsoon,7.3,33.6,138,9.8,14.6
2021-12-14,17.5,4.6,19.5,0.0,44.8,Clear,Winter,9.1,8.7,98,1.0,14.0
15/12/2021,13.6,5.7,11.0,0.0,25.0,Cloudy,Winter,5.1,7.5,62,2.2,15.0
"December 16, 2021",11.4,9.4,9.9,0.0,39.2,Fog,Winter,3.5,8.6,159,4.5,0.7
2021-12-17,28.1,3.8,26.7,0.0,25.0,Clear,Winter,3.4,17.7,119,0.8,14.9
18/12/2021,17.1,20.671015597854392,12.5,0.0,25.0,Clear,Winter,7.0,33.6,115,5.3,14.4
19/12/2021,8.6,6.6,10.1,0.0,28.4,Cloudy,Winter,4.3,7.3,89,,14.7
2021-12-20,16.5,9.1,13.0,0.0,25.0,Clear,Winter,2.1,38.1,81,7.3,14.7
21/12/2021,23.0,8.4,23.0,0.0,35.2,Clear,Winter,8.8,12.9,113,6.7,14.4
"December 22, 2021",15.0,9.0,11.9,0.0,41.4,Clear,Winter,8.1,30.6,114,5.9,9.3
2021-12-23,19.7,11.0,18.4,0.0,47.9,Clear,Winter,6.2,20.3,157,,14.0
2021-12-24,15.5,6.0,14.3,0.0,36.5,Clear,Winter,8.9,17.2,117,2.1,14.7
"December 25, 2021",18.8,10.5,16.1,0.0,25.0,Clear,Winter,10.9,16.2,66,8.0,12.7
2021-12-26,19.4,4.6,21.0,0.0,30.7,Clear,Winter,7.3,26.4,50,2.1,12.8
2021-12-27,21.8,8.8,17.2,0.0,25.0,Clear,Winter,9.4,11.3,84,4.9,14.1
"December 28, 2021",25.5,8.4,23.1,0.0,25.0,Clear,Winter,,34.2,109,4.9,14.0
29/12/2021,29.4,7.1,28.5,0.0,26.0,Clear,Winter,8.0,12.5,85,,13.7
30/12/2021,15.1,10.9,13.3,0.0,25.0,Clear,Winter,5.6,8.6,57,9.6,14.9
"December 31, 2021",20.5,7.1,20.1,0.0,25.8,Clear,Winter,,9.3,50,,10.9
2022-01-01,24.0,11.2,27.3,0.0,46.5,Clear,Winter,5.2,24.5,106,8.4,14.8
2022-01-02,16.9,8.8,15.6,0.0,30.3,Clear,Winter,,7.9,90,6.4,14.7
03/01/2022,19.1,11.2,14.3,0.0,34.2,Clear,Winter,,24.5,50,7.3,14.4
2022-01-04,21.5,6.8,21.0,0.0,25.1,Clear,Winter,7.3,23.7,50,3.1,14.5
2022-01-05,17.6,15.1,13.9,0.0,30.4,Clear,Winter,9.5,20.3,95,11.6,14.9
2022-01-06,20.8,8.5,19.8,0.0,25.0,Clear,Winter,,11.5,59,6.4,14.7
2022-01-07,20.7,8.1,22.1,0.0,25.0,Clear,Winter,5.3,16.2,50,6.2,11.7
08/01/2022,18.5,7.5,17.6,0.0,25.0,Clear,Winter,4.6,32.8,50,6.1,14.4
2022-01-09,11.1,4.5,6.8,0.0,25.0,Fog,Winter,6.6,32.8,99,,1.5
2022-01-10,18.2,12.0,15.4,0.0,35.2,Clear,Winter,3.4,10.2,50,9.3,15.0
"January 11, 2022",14.3,-0.7,16.5,0.0,35.7,Cloudy,Winter,8.5,27.1,84,-3.1,14.7
2022-01-12,18.4,8.2,12.8,0.0,25.0,Clear,Winter,8.4,11.2,50,5.7,14.4
13/01/2022,16.0,7.3,16.5,0.0,40.7,Clear,Winter,9.6,26.0,69,2.6,14.7
"January 14, 2022",20.6,10.1,19.9,0.0,25.0,Clear,Winter,5.7,37.2,123,6.3,11.9
2022-01-15,30.7,10.7,32.0,0.0,28.0,Clear,Winter,5.6,41.8,50,,14.9
"January 16, 2022",10.9,8.9,11.0,0.0,45.8,Cloudy,Winter,3.3,18.0,52,7.6,14.6
2022-01-17,28.4,1.2,29.3,0.0,25.0,Clear,Winter,3.0,24.4,50,-1.9,14.8
2022-01-18,13.1,7.0,13.1,0.0,46.5,Cloudy,Winter,10.5,41.1,50,4.3,14.8
2022-01-19,18.3,7.2,20.3,0.0,29.9,Clear,Winter,9.1,7.6,84,4.9,14.7
"January 20, 2022",14.1,8.9,12.4,0.0,35.8,Fog,Winter,8.5,17.8,50,5.8,1.0
2022-01-21,24.8,4.6,26.6,0.0,40.5,Clear,Summer,9.6,23.8,53,2.6,14.1
22/01/2022,19.1,22.269520141266938,20.3,0.0,40.1,Clear,Winter,2.4,30.3,73,4.8,13.3
2022-01-23,11.4,9.4,11.4,0.0,53.8,Fog,Winter,,47.6,58,5.8,0.5
2022-01-24,20.2,12.7,20.4,3.3,38.2,Clear,Winter,3.2,9.9,50,10.7,13.8
2022-01-25,17.0,7.7,12.5,0.0,30.5,Clear,Winter,8.9,5.4,80,3.2,14.0
2022-01-26,19.1,11.2,16.5,0.0,36.7,Clear,Winter,2.5,8.0,56,7.1,14.9
"January 27, 2022",23.1,9.9,22.6,0.0,37.7,Clear,Winter,,22.6,116,5.1,13.7
28/01/2022,9.9,7.7,6.1,0.0,25.0,Cloudy,Winter,8.6,23.6,71,5.9,14.7
29/01/2022,18.0,4.6,19.6,0.0,32.4,Clear,Winter,9.0,28.9,91,2.7,14.2
2022-01-30,12.7,5.8,12.0,0.0,25.0,Fog,Winter,8.7,33.4,82,3.1,1.8
2022-01-31,20.1,10.4,18.9,0.0,28.8,Clear,Winter,7.7,20.6,79,7.5,14.9
"February 01, 2022",21.3,7.6,20.2,0.0,26.9,Clear,Winter,4.1,20.6,134,4.3,13.5
"February 02, 2022",22.6,12.2,19.3,0.0,25.9,Clear,Winter,8.1,9.0,71,8.9,12.6
2022-02-03,9.7,7.7,7.3,0.0,25.0,Clear,Winter,9.1,73.4,106,,13.1
2022-02-04,21.1,10.2,20.8,0.0,42.0,Clear,Winter,7.1,37.1,81,7.6,13.1
2022-02-05,14.6,9.2,17.2,0.0,25.0,Clear,Winter,4.0,16.7,50,4.4,14.9
2022-02-06,23.0,9.7,22.1,0.0,25.0,Clear,Winter,8.7,8.6,92,4.9,12.3
2022-02-07,21.4,13.1,19.7,0.0,30.7,Clear,Winter,5.9,65.9,137,12.1,12.2
08/02/2022,20.7,5.1,21.3,0.0,37.7,Clear,Winter,6.5,71.8,86,2.9,11.8
2022-02-09,18.5,11.6,21.8,0.0,25.5,Clear,Winter,2.2,23.5,67,9.2,14.3
2022-02-10,25.8,13.5,25.6,0.0,32.3,Clear,Winter,6.1,10.0,102,8.5,12.7
11/02/2022,17.3,6.4,18.0,0.0,48.0,Clear,Winter,10.2,5.4,132,5.3,13.5
2022-02-12,14.7,4.3,12.3,0.0,38.6,Clear,Winter,10.7,14.7,50,0.9,14.7
"February 13, 2022",12.9,7.0,8.0,0.0,34.3,Clear,Winter,6.2,19.6,50,2.3,13.9
2022-02-14,21.1,11.5,18.3,9.9,48.9,Rain,Winter,2.1,124.55873219843987,68,10.0,12.9
2022-02-15,22.8,9.6,20.9,0.0,28.5,Clear,Winter,9.8,13.3,77,6.6,14.8
16/02/2022,23.2,3.3,23.2,0.0,32.1,Clear,Winter,,15.9,97,2.2,14.5
2022-02-17,13.4,1.9,12.2,0.0,26.8,Clear,Winter,5.8,40.4,155,-0.9,14.4
2022-02-18,20.0,3.4,19.0,0.0,32.0,Clear,Winter,,6.8,70,,14.8
2022-02-19,16.0,9.1,16.3,0.0,25.0,Clear,Winter,3.9,39.3,100,5.2,13.7
2022-02-20,18.0,11.9,14.5,0.0,30.1,Clear,Winter,10.8,26.7,80,9.8,13.8
2022-02-21,16.4,14.4,18.7,0.0,25.0,Clear,Winter,7.3,23.8,99,11.7,14.9
"February 22, 2022",18.1,4.2,16.0,0.0,25.0,Clear,Winter,6.6,7.5,90,1.9,13.2
23/02/2022,13.7,10.5,11.3,0.0,25.7,Clear,Winter,6.6,27.5,73,6.4,13.3
24/02/2022,16.3,6.5,15.3,0.0,30.0,Clear,Winter,9.2,20.8,83,1.5,13.6
2022-02-25,16.5,8.8,17.5,0.0,31.6,Clear,Winter,9.0,19.1,61,6.7,13.7
26/02/2022,15.7,8.9,15.7,0.2,26.8,Thunderstorm,Winter,5.8,11.4,73,7.6,14.4
2022-02-27,23.7,7.3,22.5,0.0,41.2,Clear,Winter,,35.1,98,4.9,14.7
2022-02-28,11.0,6.2,16.8,0.0,37.5,Clear,Winter,6.1,36.8,50,2.1,14.8
"March 01, 2022",40.3,19.5,40.0,0.0,25.4,Heatwave,Summer,2.5,32.0,67,17.1,14.4
"March 02, 2022",34.1,20.1,34.0,0.0,31.8,Clear,Summer,2.5,10.0,116,19.0,14.4
"March 03, 2022",36.0,21.6,31.7,0.0,29.9,Clear,Summer,10.5,38.9,50,19.5,14.4
2022-03-04,32.3,19.5,32.4,0.0,43.0,Clear,Summer,7.1,5.8,71,18.2,14.2
2022-03-05,38.0,19.9,35.2,0.0,33.4,Clear,Summer,6.3,29.6,53,15.5,14.6
06/03/2022,34.5,25.9,31.0,0.0,27.3,Clear,Summer,7.9,28.8,50,21.2,14.8
2022-03-07,34.4,22.7,30.8,0.0,35.3,Clear,Winter,,5.0,50,20.5,12.9
2022-03-08,39.5,24.8,42.1,0.0,25.0,Clear,Summer,2.2,5.3,87,23.4,12.2
09/03/2022,43.3,20.9,43.3,0.0,25.0,Heatwave,Summer,4.9,17.4,96,,14.5
10/03/2022,39.8,24.4,39.5,0.0,40.8,Clear,Summer,7.4,27.3,50,21.0,13.6
2022-03-11,35.1,24.2,35.1,0.0,35.0,Clear,Summer,,10.3,61,21.9,13.8
"March 12, 2022",38.6,27.3,37.9,0.0,31.4,Clear,Summer,10.9,6.7,74,23.4,13.0
2022-03-13,37.6,22.4,34.7,0.0,25.0,Clear,Post_Monsoon,2.0,62.7,129,,13.3
2022-03-14,38.4,20.7,33.6,0.0,25.0,Clear,Summer,3.9,13.7,176,19.4,14.9
2022-03-15,31.7,26.4,32.2,1.1,31.2,Clear,Summer,6.9,14.0,50,24.6,14.4
"March 16, 2022",34.8,22.9,33.0,0.0,25.0,Clear,Summer,3.7,13.6,160,21.0,14.8
2022-03-17,45.5,21.6,49.0,0.0,29.4,Heatwave,Summer,3.7,25.5,133,19.3,14.8
2022-03-18,35.3,23.6,35.0,0.0,36.0,Clear,Summer,8.0,44.9,75,21.0,14.1
19/03/2022,36.6,24.0,35.6,0.0,27.0,Clear,Summer,8.4,6.0,187,21.8,14.0
2022-03-20,36.2,25.4,32.2,0.0,36.7,Clear,Summer,3.5,14.8,75,21.6,14.2
21/03/2022,38.3,23.9,34.9,0.0,25.0,Clear,Summer,7.4,8.6,50,20.0,13.7
2022-03-22,38.2,29.5,33.9,0.0,30.9,Clear,Summer,2.6,14.6,69,,13.7
"March 23, 2022",36.1,28.8,35.5,0.0,34.8,Clear,Summer,,12.8,70,26.6,14.7
24/03/2022,34.8,25.9,33.2,0.0,25.4,Clear,Summer,,29.6,76,23.6,14.5
"March 25, 2022",38.1,21.9,37.7,0.0,25.3,Clear,Summer,5.2,59.0,50,20.5,12.0
2022-03-26,40.6,26.1,39.6,0.0,26.3,Heatwave,Summer,10.8,19.5,116,21.7,14.8
27/03/2022,35.8,25.2,32.4,0.0,42.6,Clear,Summer,2.7,24.2,82,22.9,14.7
"March 28, 2022",33.4,26.9,30.4,1.7,25.0,Clear,Summer,,8.7,113,25.4,14.4
29/03/2022,42.0,23.9,39.4,11.0,45.9,rain,Summer,6.0,17.3,72,20.2,12.4
30/03/2022,31.4,25.0,28.2,0.0,28.2,Clear,Summer,5.4,27.1,103,23.9,13.9
2022-03-31,34.0,29.3,34.2,0.0,31.0,Clear,Summer,,8.3,94,26.9,13.5
"April 01, 2022",31.7,20.9,31.1,0.0,33.2,Clear,Summer,3.2,14.4,166,19.5,14.6
2022-04-02,37.5,25.6,35.4,0.0,30.7,Clear,Summer,2.3,14.2,84,,14.2
2022-04-03,41.6,27.5,37.5,0.0,39.5,Heatwave,Summer,9.7,7.0,113,24.5,14.9
04/04/2022,34.2,17.0,36.7,0.0,25.0,Clear,Summer,3.8,23.7,76,12.0,13.7
05/04/2022,40.9,21.4,36.0,0.0,36.6,Heatwave,Summer,2.7,15.3,179,17.4,14.8
2022-04-06,39.6,21.3,37.0,0.0,34.3,Clear,Summer,6.8,11.5,50,17.6,11.9
07/04/2022,37.3,23.9,36.4,0.0,41.7,Clear,Summer,10.4,8.0,50,21.9,13.4
2022-04-08,35.2,24.2,38.3,0.0,25.8,Clear,Summer,2.1,16.8,50,22.3,12.4
2022-04-09,36.7,19.0,36.6,0.0,44.1,Clear,Summer,9.7,16.8,78,14.7,12.6
10/04/2022,33.5,21.6,30.1,0.0,27.5,Clear,Summer,5.6,29.5,50,,12.6
2022-04-11,36.0,23.1,34.1,0.0,25.0,Clear,Summer,2.0,45.4,109,19.1,13.8
2022-04-12,34.9,19.2,34.6,0.0,25.0,Clear,Summer,,26.0,94,15.2,13.2
"April 13, 2022",33.7,24.6,32.7,0.0,37.4,Clear,Summer,4.0,19.2,67,21.7,12.9
2022-04-14,33.1,24.3,31.4,0.0,31.1,Clear,Summer,2.3,38.3,50,22.5,13.8
2022-04-15,37.1,21.6,34.9,0.0,28.7,Clear,Summer,6.8,6.3,65,19.4,12.1
2022-04-16,35.5,25.5,37.9,0.0,32.1,Clear,Summer,,21.3,50,24.1,14.7
2022-04-17,33.0,26.8,32.4,5.3,26.5,Rain,Summer,,11.4,50,21.9,13.5
2022-04-18,42.2,25.0,35.5,0.0,32.6,Heatwave,Summer,6.2,31.4,139,21.1,13.8
19/04/2022,36.2,24.6,34.7,0.0,25.0,Clear,Summer,,6.1,63,22.0,11.5
"April 20, 2022",29.0,27.0,29.1,0.0,29.2,Clear,Summer,5.6,54.4,74,,14.0
21/04/2022,38.6,28.1,36.2,0.0,40.7,Clear,Summer,9.8,29.4,50,25.6,14.7
2022-04-22,34.2,25.0,33.8,0.0,26.6,Clear,Summer,4.2,22.5,102,23.7,15.0
2022-04-23,35.2,17.4,37.8,0.0,29.8,Clear,Summer,,22.7,50,14.2,14.8
24/04/2022,33.0,21.5,29.8,0.0,25.8,Clear,Summer,7.1,13.7,50,17.8,14.2
25/04/2022,35.0,22.6,33.0,0.0,38.2,Clear,Summer,7.1,29.2,119,18.3,14.3
2022-04-26,32.5,22.8,30.8,0.0,36.2,Clear,Summer,,6.0,108,21.4,14.7
2022-04-27,36.9,20.8,33.1,0.0,37.4,Clear,Summer,,23.2,50,17.6,13.9
"April 28, 2022",31.1,17.5,31.3,0.0,51.1,Clear,Summer,4.1,11.9,75,12.6,14.6
2022-04-29,38.2,24.5,33.5,0.0,37.2,Clear,Monsoon,2.3,36.0,102,22.7,14.7
2022-04-30,39.9,24.9,40.8,-1.0,36.3,Clear,Summer,9.8,15.3,97,23.0,12.8
2022-05-01,34.9,22.5,33.1,0.0,31.0,Clear,Summer,6.3,9.6,105,20.3,14.6
2022-05-02,34.9,23.0,35.4,6.4,25.0,Rainy,Summer,10.9,16.5,105,,13.4
"May 03, 2022",39.7,25.5,37.0,0.0,35.9,Clear,Summer,8.9,40.5,95,,13.5
2022-05-04,39.9,20.7,34.6,0.0,30.3,Clear,Summer,7.3,29.5,152,19.2,13.4
2022-05-05,37.5,25.0,36.6,0.0,39.0,Clear,Summer,5.6,24.1,77,,14.6
"May 06, 2022",37.7,21.5,35.6,0.0,27.1,Clear,Summer,,15.3,63,17.7,14.8
2022-05-07,35.3,19.4,31.4,0.0,25.0,Clear,Summer,5.1,11.8,160,15.9,11.0
2022-05-08,37.2,24.7,35.1,0.0,33.0,Clear,Summer,9.9,68.5,127,21.2,14.9
2022-05-09,36.5,26.9,38.8,0.0,25.0,Clear,Summer,2.8,25.7,141,22.8,14.7
2022-05-10,42.8,22.5,45.8,0.0,42.8,Heatwave,Summer,6.0,12.2,117,18.0,11.7
"May 11, 2022",38.1,26.1,40.6,0.0,27.7,Clear,Summer,10.6,23.0,98,23.5,14.5
"May 12, 2022",34.5,21.1,32.5,0.0,45.3,Clear,Summer,6.2,19.8,87,19.0,14.6
13/05/2022,33.9,20.6,33.6,0.0,37.0,Clear,Summer,9.5,8.0,132,15.6,14.7
14/05/2022,34.4,24.6,33.0,0.0,28.0,Clear,Summer,8.1,10.2,105,19.7,13.7
"May 15, 2022",37.6,22.9,36.7,0.0,25.0,Clear,Summer,,16.0,50,21.5,12.9
16/05/2022,40.0,12.7,35.4,0.0,25.0,Clear,Summer,9.2,34.0,74,8.5,13.8
17/05/2022,39.3,19.7,38.6,0.0,25.0,Clear,Summer,3.8,6.8,65,17.3,14.6
18/05/2022,42.2,24.9,40.7,0.0,25.0,Heatwave,Summer,4.7,22.1,137,22.0,13.8
2022-05-19,40.5,19.4,41.6,0.0,31.1,Heatwave,Summer,5.0,12.4,61,15.2,14.8
2022-05-20,34.8,28.2,34.9,11.7,25.3,Rain,Summer,2.2,12.9,82,23.7,12.4
2022-05-21,42.4,25.7,42.3,-1.0,30.3,Heatwave,Summer,8.8,10.6,97,24.2,14.7
"May 22, 2022",37.7,23.2,37.3,0.0,34.5,Clear,Summer,,37.8,89,21.3,13.4
2022-05-23,38.0,21.5,39.5,0.0,25.0,Clear,Summer,2.6,33.2,156,18.6,14.4
2022-05-24,32.4,25.9,30.0,0.0,33.6,Clear,Summer,8.2,31.3,80,24.8,12.8
"May 25, 2022",41.3,30.0,39.6,0.0,32.4,Heatwave,Summer,6.5,59.3,190,27.2,14.9
