Record_ID,Date,Mess_Hall_ID,Day_of_Week,Meal_Type,Menu_Item,Cuisine_Category,Food_Type,Contains_Egg,Contains_Dairy,Protein_Content_Category,Is_Served_On_Separate_Counter,Is_Special_Menu,Food_Prepared_kg,Food_Consumed_kg,Food_Wasted_kg,Waste_Percentage,Cost_Per_Kg_INR,Serving_Size_Per_Student_g,Leftover_Redistribution_kg,Cook_on_Duty,Mess_Supervisor_ID,Preparation_Start_Time,Service_End_Time
OPS-20210912-MH_G-0013,2021-09-12,MH_G,Sunday,Snacks,Fruit Plate,Continental,Vegan,False,False,Low,False,True,22.72,19.0,3.72,16.37,126.86,186.2,,C020,SUP01,16:30,18:30
OPS-20210912-MH_G-0014,2021-09-12,MH_G,Sunday,Dinner,Prawn Masala,South Indian,Non_Veg,False,False,High,True,True,14.0,11.8,2.2,15.69,351.5,83.3,,C023,SUP02,19:30,22:00
OPS-20210912-MH_G-0015,2021-09-12,MH_G,Sunday,Dinner,Khichdi,North Indian,Veg,False,False,Medium,False,True,70.0,57.07,12.93,18.47,76.03,416.7,,C023,SUP02,19:30,22:00
OPS-20210912-MH_G-0016,2021-09-12,MH_G,Sunday,Dinner,Chicken Masala,North Indian,Non_Veg,False,False,High,True,True,14.0,12.32,1.68,12.02,216.04,83.3,,C002,SUP05,19:30,22:00
OPS-20210912-MH_G-0017,2021-09-12,MH_G,Sunday,Dinner,Egg Curry,North Indian,Egg,True,False,High,True,True,5.6,5.11,0.49,9.88,166.18,33.3,,C009,SUP01,1930,22:00
OPS-20210912-MH_G-0018,2021-09-12,MH_G,Sunday,Dinner,Gulab Jamun,Sweet-Dessert,Veg,False,False,Low,False,True,70.0,55.34,14.66,18.44,252.51,416.7,,C018,SUP03,19:30,22:00
OPS-20210912-MH_G-0019,2021-09-12,MH_G,Sunday,Dinner,Chana Masala,North Indian,Veg,False,False,High,False,True,70.0,64.67,5.33,6.71,122.2,416.7,,C011,,19:30,22:00
OPS-20210912-MH_G-0020,"September 12, 2021",MH_G,Sunday,Dinner,Aloo Gobi,North Indian,Veg,False,False,Low,False,True,70.0,58.74,11.26,16.09,85.53,416.7,,C014,SUP02,1930,22:00
OPS-20210913-MH_A-0001,13/09/2021,MH_A,Monday,Breakfast,Upma,South Indian,Veg,False,False,Low,False,False,35.0,29.26,5.74,16.4,73.04,236.5,,C008,SUP01,6:30 AM,9:00 AM
OPS-20210913-MH_A-0002,2021-09-13,MH_A,Monday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,False,35.0,28.2,6.8,17.1,89.88,236.5,,C001,SUP03,06:30,0900
OPS-20210913-MH_A-0003,"September 13, 2021",MH_A,Monday,Breakfast,Puri-Sabzi,North Indian,Veg,False,False,Low,False,False,35.0,28.67,6.33,15.92,93.79,236.5,,C003,SUP06,6:30 AM,09:00
OPS-20210913-MH_A-0004,"September 13, 2021",MH_A,Monday,Breakfast,Bread-Omelette,Continental,Egg,True,False,Medium,True,False,5.6,4.68,0.92,14.46,138.46,37.8,0.18,C015,SUP04,06:30,09:00
OPS-20210913-MH_A-0005,2021-09-13,MH_A,Monday,Lunch,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,6.91,6.84,0.07,1.0,103.24,42.9,,C023,SUP04,12:00,14:30
OPS-20210913-MH_A-0006,13/09/2021,MH_A,Monday,Lunch,Aloo Dum,North Indian,Veg,False,False,Low,False,False,70.0,52.12,17.88,25.55,90.24,434.8,,C008,SUP03,1200,14:30
OPS-20210913-MH_A-0007,13/09/2021,MH_A,Monday,Lunch,Chole Bhature,North Indian,Veg,False,False,High,False,False,70.0,58.88,11.12,15.88,129.35,434.8,,C017,SUP04,12:00,14:30
OPS-20210913-MH_A-0008,13/09/2021,MH_A,Monday,Lunch,Paneer Curry,North Indian,Veg,False,True,High,False,False,70.0,56.44,13.56,19.37,305.04,434.8,2.71,C005,SUP02,12:00,14:30
OPS-20210913-MH_A-0009,2021-09-13,MH_A,Monday,Lunch,Egg Curry,North Indian,Egg,True,False,High,True,False,5.6,4.58,1.02,18.19,163.72,34.8,,C014,SUP05,0:00 PM,2:30 PM
OPS-20210913-MH_A-0010,"September 13, 2021",MH_A,Monday,Lunch,Mutton Curry,North Indian,NV,False,False,High,True,False,14.0,10.58,3.42,24.41,418.58,87.0,,C023,SUP04,12:00,14:30
OPS-20210913-MH_A-0011,13/09/2021,MH_A,Monday,Lunch,Palak Paneer,North Indian,Veg,False,True,High,False,False,70.0,57.4,12.6,20.17,317.99,434.8,,C013,SUP01,12:00,1430
OPS-20210913-MH_A-0012,2021-09-13,MH_A,Monday,Lunch,Chicken Biryani,North Indian,Non_Veg,False,False,High,True,False,14.0,11.29,2.71,21.64,236.27,87.0,,C004,SUP06,0:00 PM,1430
OPS-20210913-MH_A-0013,2021-09-13,MH_A,Monday,Snacks,Upma,South Indian,Veg,False,False,Low,False,False,17.5,15.45,2.05,11.7,74.91,282.3,,C002,SUP02,16:30,18:30
OPS-20210913-MH_A-0014,2021-09-13,MH_A,Monday,Snacks,Samosa,Street Food,Veg,False,False,Low,False,False,17.5,14.15,3.35,19.16,119.97,282.3,,C005,SUP02,16:30,18:30
OPS-20210913-MH_A-0015,2021-09-13,MH_A,Monday,Dinner,Khichdi,North Indian,Veg,False,False,Medium,False,False,70.0,60.95,9.05,14.47,75.2,578.5,,C009,SUP04,19:30,22:00
OPS-20210913-MH_A-0016,13/09/2021,MH_A,Monday,Dinner,Egg Curry,North Indian,Egg,True,False,High,True,False,5.6,4.72,0.88,17.67,163.8,46.3,,C004,SUP05,19:30,22:00
OPS-20210913-MH_A-0017,2021-09-13,MH_A,Monday,Dinner,Palak Paneer,North Indian,Veg,False,True,High,False,False,70.0,57.24,12.76,16.04,326.62,578.5,,C007,SUP06,7:30 PM,22:00
OPS-20210913-MH_A-0018,2021-09-13,MH_A,Monday,Dinner,Keema Matar,North Indian,Non_Veg,False,False,High,True,False,14.0,10.6,3.4,24.31,226.45,115.7,,C020,SUP02,7:30 PM,22:00
OPS-20210913-MH_A-0019,"September 13, 2021",MH_A,Monday,Dinner,Chicken Soup,Continental,Non_Veg,False,False,Medium,True,False,14.0,12.38,1.62,10.2,188.7,115.7,,C011,SUP07,7:30 PM,2200
OPS-20210913-MH_A-0020,"September 13, 2021",MH_A,Monday,Dinner,Dal Fry,North Indian,Veg,False,False,High,False,False,70.0,56.76,13.24,18.91,92.13,578.5,,C023,SUP01,19:30,2200
OPS-20210913-MH_A-0021,13/09/2021,MH_A,Monday,Dinner,Rajma Rice,North Indian,Veg,False,False,High,False,False,70.0,59.22,10.78,15.4,,578.5,,C006,SUP02,19:30,2200
OPS-20210913-MH_B-0001,13/09/2021,MH_B,Monday,Breakfast,Poha,North Indian,Veg,False,False,Low,False,False,35.0,29.76,5.24,14.96,69.64,384.6,,C014,SUP05,06:30,09:00
OPS-20210913-MH_B-0002,2021-09-13,MH_B,Monday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,False,35.0,31.33,3.67,10.48,87.42,384.6,0.73,C014,SUP05,06:30,0900
OPS-20210913-MH_B-0003,2021-09-13,MH_B,Monday,Breakfast,Aloo Paratha,North Indian,Veg,False,False,Low,False,False,35.0,26.2,8.8,22.13,105.09,0.0,,C018,SUP01,06:30,09:00
OPS-20210913-MH_B-0004,2021-09-13,MH_B,Monday,Breakfast,Boiled Eggs,Continental,Egg,True,False,High,True,False,5.6,4.33,1.27,22.71,121.72,61.5,,C012,SUP06,06:30,9:00 AM
OPS-20210913-MH_B-0005,13/09/2021,MH_B,Monday,Lunch,Aloo Dum,North Indian,Veg,False,False,Low,False,False,70.0,58.21,11.79,16.84,86.73,404.6,2.36,C010,SUP07,12:00,14:30
OPS-20210913-MH_B-0006,2021-09-13,MH_B,Monday,Lunch,Dal Tadka,North Indian,Veg,False,False,High,False,False,70.0,61.49,8.51,12.16,105.53,404.6,,C020,SUP02,0:00 PM,14:30
OPS-20210913-MH_B-0007,13/09/2021,MH_B,Monday,Lunch,Egg Curry,North Indian,Egg,True,False,High,True,False,7.66,6.26,1.4,16.12,156.12,44.3,,C003,SUP06,12:00,1430
OPS-20210913-MH_B-0008,2021-09-13,MH_B,Monday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,,True,False,14.0,11.01,2.99,23.94,440.56,80.9,,C009,SUP06,12:00,1430
OPS-20210913-MH_B-0009,13/09/2021,MH_B,Monday,Lunch,Chicken Biryani,North Indian,Non_Veg,False,False,High,True,False,14.0,10.45,3.55,25.38,232.59,80.9,,C017,SUP01,12:00,14:30
OPS-20210913-MH_B-0010,13/09/2021,MH_B,Monday,Lunch,Baingan Bharta,North Indian,Veg,False,False,Low,False,False,70.0,56.56,13.44,16.9,74.78,404.6,,C011,SUP07,12:00,14:30
OPS-20210913-MH_B-0011,2021-09-13,MH_B,Monday,Lunch,Rajma Rice,North Indian,Veg,False,False,High,False,False,70.0,58.62,11.38,18.21,112.16,404.6,,C009,SUP04,12:00,14:30
OPS-20210913-MH_B-0012,2021-09-13,MH_B,Monday,Snacks,Poha,North Indian,Veg,False,False,,False,False,20.08,17.98,2.1,10.44,69.59,225.6,,C023,SUP05,16:30,18:30
OPS-20210913-MH_B-0013,2021-09-13,MH_B,Monday,Snacks,Tea,Continental,veg,False,True,Low,False,False,17.5,14.36,3.14,17.96,57.43,196.6,,C002,SUP01,16:30,18:30
OPS-20210913-MH_B-0014,2021-09-13,MH_B,Monday,Dinner,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,7.0,6.66,0.34,4.9,97.1,58.3,,C020,SUP01,19:30,22:00
OPS-20210913-MH_B-0015,13/09/2021,MH_B,Monday,Dinner,Egg Curry,North Indian,Egg,True,False,High,True,False,5.6,4.97,0.63,11.29,165.21,46.7,,C008,SUP04,19:30,22:00
OPS-20210913-MH_B-0016,13/09/2021,MH_B,Monday,Dinner,Gulab Jamun,Sweet-Dessert,Veg,False,False,Low,False,False,70.0,65.26,4.74,6.78,268.08,583.3,,C005,SUP01,19:30,22:00
OPS-20210913-MH_B-0017,2021-09-13,MH_B,Monday,Dinner,Halwa,Sweet-Dessert,Veg,False,True,Low,False,False,70.0,55.6,14.4,18.1,187.01,583.3,,C001,SUP05,7:30 PM,10:00 PM
OPS-20210913-MH_B-0018,2021-09-13,MH_B,Monday,Dinner,Keema Matar,North Indian,Non_Veg,False,False,High,True,False,14.0,11.06,2.94,18.48,191.02,116.7,,C003,SUP07,1930,22:00
OPS-20210913-MH_B-0019,2021-09-13,MH_B,Monday,Dinner,Kadhi Pakoda,North Indian,Veg,False,True,Medium,False,False,70.0,53.53,16.47,23.53,97.56,583.3,,C017,SUP04,19:30,22:00
OPS-20210913-MH_B-0020,13/09/2021,MH_B,Monday,Dinner,Chicken Soup,Continental,Non_Veg,False,False,Medium,True,False,14.0,11.59,2.41,15.14,173.95,116.7,,C015,SUP05,19:30,22:00
OPS-20210913-MH_B-0021,2021-09-13,MH_B,Monday,Dinner,Dal Fry,North Indian,Veg,False,False,High,False,False,70.0,59.71,10.29,12.94,95.38,583.3,,C003,SUP06,19:30,22:00
OPS-20210913-MH_G-0001,2021-09-13,MH_G,Monday,Breakfast,Puri-Sabzi,North Indian,Veg,False,False,Low,False,False,35.0,31.15,3.85,9.68,96.32,368.4,,C015,SUP06,6:30 AM,0900
OPS-20210913-MH_G-0002,13/09/2021,MH_G,Monday,Breakfast,Cornflakes,Continental,Veg,False,False,Low,False,False,35.0,31.16,3.84,10.96,95.66,368.4,,C016,SUP03,06:30,09:00
OPS-20210913-MH_G-0003,2021-09-13,MH_G,Monday,Breakfast,Bread-Omelette,Continental,Egg,True,False,Medium,True,False,5.6,5.15,0.45,8.1,146.24,58.9,,C010,SUP07,06:30,09:00
OPS-20210913-MH_G-0004,2021-09-13,MH_G,Monday,Breakfast,Aloo Paratha,North Indian,Veg,False,False,Low,False,False,35.0,31.47,3.53,8.89,97.46,368.4,,C003,SUP02,06:30,09:00
OPS-20210913-MH_G-0005,"September 13, 2021",MH_G,Monday,Lunch,Khichdi,North Indian,Veg,False,False,Medium,False,False,70.0,62.98,7.02,11.24,72.94,603.4,,C004,SUP07,0:00 PM,2:30 PM
OPS-20210913-MH_G-0006,2021-09-13,MH_G,Monday,lunch,Egg Fried Rice,Continental,Egg,True,False,Medium,True,False,5.6,4.74,0.86,13.45,167.37,48.3,,C018,SUP04,1200,1430
OPS-20210913-MH_G-0007,13/09/2021,MH_G,Monday,Lunch,Chole Bhature,North Indian,Veg,False,False,,False,False,70.0,59.85,10.15,12.77,,603.4,,C003,SUP01,12:00,14:30
OPS-20210913-MH_G-0008,2021-09-13,MH_G,Monday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,False,14.0,11.35,2.65,18.92,417.15,120.7,,C012,SUP04,12:00,2:30 PM
OPS-20210913-MH_G-0009,2021-09-13,MH_G,Monday,Lunch,Palak Paneer,North Indian,Veg,False,True,High,False,False,70.0,58.78,11.22,16.03,319.39,603.4,,C006,SUP03,12:00,14:30
OPS-20210913-MH_G-0010,2021-09-13,MH_G,Monday,Lunch,Aloo Gobi,North Indian,Veg,False,False,Low,False,False,70.0,58.74,11.26,18.02,86.36,603.4,,C019,SUP02,12:00,14:30
OPS-20210913-MH_G-0011,"September 13, 2021",MH_G,Monday,Lunch,Chicken Biryani,North Indian,Non_Veg,False,False,High,True,False,14.0,11.92,2.08,13.06,264.37,120.7,,C018,SUP03,0:00 PM,14:30
OPS-20210913-MH_G-0012,"September 13, 2021",MH_G,Monday,Lunch,Jain Dal,North Indian,Jain,False,False,Medium,False,False,3.92,3.47,0.45,10.21,109.5,33.8,,C007,SUP07,1200,1430
OPS-20210913-MH_G-0013,13/09/2021,MH_G,Monday,Snacks,Fruit Plate,Continental,Vegan,False,False,Low,False,False,17.5,15.35,2.15,12.28,130.76,407.0,,C002,SUP04,16:30,18:30
OPS-20210913-MH_G-0014,2021-09-13,MH_G,Monday,Snacks,Bhel Puri,Street Food,Veg,False,False,Low,False,False,17.5,15.31,2.19,14.02,102.0,407.0,,C004,SUP05,16:30,18:30
OPS-20210913-MH_G-0015,2021-09-13,MH_G,Monday,Dinner,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,5.52,5.25,0.27,4.86,88.51,52.1,,C008,SUP04,7:30 PM,22:00
OPS-20210913-MH_G-0016,13/09/2021,MH_G,Monday,Dinner,Roti-Sabzi,North Indian,Veg,False,False,Low,False,False,70.0,59.3,10.7,17.12,76.52,660.4,,C022,SUP06,19:30,2200
OPS-20210913-MH_G-0017,2021-09-13,MH_G,Monday,Dinner,Paneer Curry,North Indian,Veg,False,True,High,False,False,70.0,63.1,6.9,9.86,298.19,660.4,,C010,SUP03,19:30,22:00
OPS-20210913-MH_G-0018,"September 13, 2021",MH_G,Monday,Dinner,Egg Curry,North Indian,Egg,True,False,High,True,False,5.6,4.93,0.67,12.02,145.78,52.8,,C023,SUP01,19:30,22:00
OPS-20210913-MH_G-0019,"September 13, 2021",MH_G,Monday,Dinner,Palak Paneer,North Indian,Veg,False,True,High,False,False,70.0,67.35,2.65,3.78,301.08,660.4,,C025,SUP03,19:30,22:00
OPS-20210913-MH_G-0020,2021-09-13,MH_G,Monday,Dinner,Keema Matar,North Indian,Non_Veg,False,False,High,True,False,14.0,11.2,2.8,17.58,205.72,132.1,,C011,SUP07,19:30,22:00
OPS-20210913-MH_G-0021,2021-09-13,MH_G,Monday,Dinner,Kheer,Sweet-Dessert,Veg,False,True,Medium,False,False,70.0,61.4,8.6,12.29,200.41,660.4,,C006,SUP05,7:30 PM,22:00
OPS-20210913-MH_G-0022,2021-09-13,MH_G,Monday,Dinner,Chicken Soup,Continental,Non_Veg,False,False,Medium,True,False,14.0,11.29,2.71,21.64,170.79,132.1,,C009,SUP05,19:30,22:00
OPS-20210914-MH_A-0001,2021-09-14,MH_A,Tuesday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,False,35.0,26.76,8.24,23.53,87.48,339.8,,C017,SUP01,06:30,09:00
OPS-20210914-MH_A-0002,"September 14, 2021",MH_A,Tuesday,Breakfast,Cornflakes,Continental,Veg,False,False,Low,False,False,35.0,29.68,5.32,15.21,90.21,339.8,,C010,SUP05,06:30,09:00
OPS-20210914-MH_A-0003,2021-09-14,MH_A,Tuesday,Breakfast,Egg Bhurji,North Indian,Egg,True,False,High,True,False,5.6,4.96,0.64,11.45,154.08,54.4,,C024,SUP07,06:30,09:00
OPS-20210914-MH_A-0004,2021-09-14,MH_A,Tuesday,Breakfast,Idli-Sambar,South Indian,Veg,False,False,Medium,False,False,35.0,27.18,7.82,22.34,91.17,339.8,,C010,SUP04,0630,9:00 AM
OPS-20210914-MH_A-0005,2021-09-14,MH_A,Tuesday,Lunch,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,3.73,3.58,0.15,3.98,101.93,17.8,,C005,SUP04,12:00,1430
OPS-20210914-MH_A-0006,2021-09-14,MH_A,Tuesday,Lunch,Roti-Sabzi,North Indian,Veg,False,False,Low,False,False,70.0,63.12,6.88,9.83,81.19,334.9,,C002,SUP02,12:00,2:30 PM
OPS-20210914-MH_A-0007,2021-09-14,MH_A,Tuesday,Lunch,Egg Fried Rice,Continental,Egg,True,False,Medium,True,False,5.6,4.65,0.95,14.97,156.25,26.8,,C003,SUP03,0:00 PM,14:30
OPS-20210914-MH_A-0008,2021-09-14,MH_A,Tuesday,Lunch,Dal Tadka,North Indian,veg,False,False,High,False,False,70.0,53.04,16.96,24.23,102.9,334.9,,C014,SUP01,12:00,14:30
OPS-20210914-MH_A-0009,"September 14, 2021",MH_A,Tuesday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,,True,False,14.0,11.76,2.24,15.99,442.77,67.0,,C006,SUP04,12:00,14:30
OPS-20210914-MH_A-0010,2021-09-14,MH_A,Tuesday,Lunch,Chana Masala,North Indian,Veg,False,False,High,False,False,70.0,56.44,13.56,19.37,117.3,334.9,,C023,SUP02,12:00,2:30 PM
OPS-20210914-MH_A-0011,"September 14, 2021",MH_A,Tuesday,Lunch,Chicken Biryani,North Indian,Non_Veg,False,False,High,True,False,14.0,11.65,2.35,16.8,253.04,67.0,,C010,SUP03,12:00,14:30
OPS-20210914-MH_A-0012,2021-09-14,MH_A,Tuesday,Lunch,Rajma Rice,North Indian,Veg,False,False,High,False,False,70.0,57.0,13.0,18.58,109.6,334.9,,C010,SUP06,1200,14:30
OPS-20210914-MH_A-0013,2021-09-14,MH_A,Tuesday,Snacks,Fruit Plate,Continental,Vegan,False,False,Low,False,False,21.15,16.83,4.32,20.41,129.86,207.4,,C006,SUP02,4:30 PM,6:30 PM
OPS-20210914-MH_A-0014,"September 14, 2021",MH_A,Tuesday,Snacks,Upma,South Indian,Veg,False,False,Low,False,False,20.04,17.2,2.84,14.18,75.22,196.5,,C025,SUP04,4:30 PM,18:30
OPS-20210914-MH_A-0015,14/09/2021,MH_A,Tuesday,Dinner,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,4.66,4.36,0.3,5.66,98.19,30.1,,C001,SUP03,1930,22:00
OPS-20210914-MH_A-0016,2021-09-14,MH_A,Tuesday,Dinner,Dal Tadka,North Indian,Veg,False,False,High,False,False,70.0,59.96,10.04,14.34,102.14,451.6,,C025,SUP06,19:30,10:00 PM
OPS-20210914-MH_A-0017,"September 14, 2021",MH_A,Tuesday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,False,9.25,8.51,0.74,7.98,146.6,59.7,,C024,SUP03,19:30,22:00
OPS-20210914-MH_A-0018,2021-09-14,MH_A,Tuesday,Dinner,Chana Masala,North Indian,veg,,False,High,False,False,70.0,52.93,17.07,24.38,123.6,451.6,,C008,SUP02,19:30,2200
OPS-20210914-MH_A-0019,2021-09-14,MH_A,Tuesday,Dinner,Palak Paneer,North Indian,Veg,False,True,High,False,False,70.0,60.29,9.71,13.86,296.31,451.6,,C016,SUP05,19:30,2200
OPS-20210914-MH_A-0020,2021-09-14,MH_A,Tuesday,Dinner,Keema Matar,North Indian,Non_Veg,False,False,High,True,False,14.0,11.72,2.28,16.32,217.95,90.3,,C016,SUP03,19:30,22:00
OPS-20210914-MH_A-0021,"September 14, 2021",MH_A,Tuesday,Dinner,Chicken Soup,Continental,Non_Veg,False,False,Medium,True,False,14.0,11.15,2.85,20.34,176.35,90.3,,C012,SUP06,19:30,22:00
OPS-20210914-MH_A-0022,2021-09-14,MH_A,Tuesday,Dinner,Mixed Veg,North Indian,Veg,False,False,Low,False,False,70.0,57.04,12.96,16.29,91.99,451.6,,C007,SUP03,19:30,10:00 PM
OPS-20210914-MH_B-0001,14/09/2021,MH_B,Wenesday,Breakfast,Poha,North Indian,Veg,False,False,,False,False,35.0,28.77,6.23,17.81,66.04,244.8,,C017,SUP06,06:30,09:00
OPS-20210914-MH_B-0002,2021-09-14,MH_B,Tuesday,Breakfast,Rava Idli,South Indian,Veg,False,False,Low,False,False,35.0,28.9,6.1,17.44,90.66,244.8,,C025,SUP05,06:30,09:00
OPS-20210914-MH_B-0003,"September 14, 2021",MH_B,Tuesday,Breakfast,Bread-Omelette,Continental,Egg,True,False,Medium,True,False,5.6,4.58,1.02,20.38,148.62,39.2,,C004,SUP02,06:30,09:00
OPS-20210914-MH_B-0004,"September 14, 2021",MH_B,Tuesday,Breakfast,Aloo Paratha,North Indian,Veg,False,False,Low,False,False,35.0,29.66,5.34,13.42,99.1,244.8,,C018,SUP01,06:30,9:00 AM
OPS-20210914-MH_B-0005,14/09/2021,MH_B,Tuesday,Lunch,Egg Fried Rice,Continental,Egg,True,False,Medium,True,False,5.6,4.75,0.85,15.12,165.92,31.3,,C016,SUP01,12:00,14:30
OPS-20210914-MH_B-0006,"September 14, 2021",MH_B,Tuesday,Lunch,Bisi Bele Bath,South Indian,Veg,,False,Medium,False,False,70.0,63.25,6.75,9.64,101.13,391.1,,C024,SUP03,12:00,14:30
OPS-20210914-MH_B-0007,2021-09-14,MH_B,Tuesday,Lunch,Idli-Sambar,South Indian,Veg,False,False,Medium,False,False,70.0,60.04,9.96,14.23,94.89,391.1,,C014,SUP07,12:00,14:30
OPS-20210914-MH_B-0008,2021-09-14,MH_B,Tuesday,Lunch,Dal Tadka,North Indian,Veg,False,False,High,False,False,70.0,58.59,11.41,14.34,102.9,391.1,,C011,SUP06,12:00,14:30
OPS-20210914-MH_B-0009,2021-09-14,MH_B,Tuesday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,False,14.0,11.8,2.2,15.75,424.73,78.2,,C012,SUP01,12:00,14:30
OPS-20210914-MH_B-0010,2021-09-14,MH_B,Tuesday,Lunch,Dosa,South Indian,Veg,False,False,Low,False,False,70.0,59.44,10.56,15.09,89.76,391.1,,C020,SUP01,12:00,14:30
OPS-20210914-MH_B-0011,"September 14, 2021",MH_B,Tuesday,Lunch,Chicken Biryani,North Indian,Non_Veg,False,False,High,True,False,14.0,11.85,2.15,15.33,234.72,78.2,,C012,SUP03,0:00 PM,14:30
OPS-20210914-MH_B-0012,2021-09-14,MH_B,Tuesday,Snacks,Bhel Puri,Street Food,Veg,False,False,Low,False,False,20.87,19.07,1.8,8.63,98.15,198.8,,C006,SUP06,16:30,1830
OPS-20210914-MH_B-0013,"September 14, 2021",MH_B,Tuesday,Snacks,Tea,Continental,Veg,False,True,Low,False,False,21.19,18.73,2.46,11.6,59.18,201.8,,C014,SUP04,16:30,16:30
OPS-20210914-MH_B-0014,2021-09-14,MH_B,Tuesday,Dinner,Khichdi,North Indian,Veg,False,False,Medium,False,False,70.0,58.37,11.63,16.61,77.09,448.7,,C020,SUP04,19:30,22:00
OPS-20210914-MH_B-0015,2021-09-14,MH_B,Tuesday,Dinner,Egg Bhurji,North Indian,Egg,True,False,High,True,False,5.6,4.55,1.05,18.74,150.52,35.9,,C017,SUP06,7:30 PM,22:00
OPS-20210914-MH_B-0016,2021-09-14,MH_B,Tuesday,Dinner,Keema Matar,North Indian,Non_Veg,False,False,High,True,False,14.0,10.77,3.23,25.84,205.14,89.7,,C019,SUP04,19:30,22:00
OPS-20210914-MH_B-0017,2021-09-14,MH_B,Tuesday,Dinner,Kadhi Pakoda,North Indian,Veg,False,True,Medium,False,False,70.0,61.06,8.94,14.31,97.03,448.7,1.79,C009,SUP06,19:30,2200
OPS-20210914-MH_B-0018,2021-09-14,MH_B,Tuesday,Dinner,Chicken Soup,Continental,Non_Veg,False,False,Medium,True,False,14.0,11.39,2.61,18.68,183.47,89.7,,C002,SUP01,19:30,22:00
OPS-20210914-MH_B-0019,2021-09-14,MH_B,Tuesday,Dinner,Mixed Veg,North Indian,Veg,False,False,Low,False,False,70.0,61.01,8.99,12.84,85.14,448.7,,C021,SUP06,19:30,22:00
OPS-20210914-MH_B-0020,2021-09-14,MH_B,Tuesday,Dinner,Dal Fry,North Indian,Veg,False,False,High,False,False,70.0,56.32,13.68,19.54,94.82,448.7,,C012,SUP04,1930,22:00
OPS-20210914-MH_G-0001,"September 14, 2021",MH_G,Tuesday,Breakfast,Upma,South Indian,Veg,False,False,Low,False,False,35.0,32.47,2.53,7.22,72.51,318.2,,C023,SUP01,06:30,09:00
OPS-20210914-MH_G-0002,2021-09-14,MH_G,Tuesday,Breakfast,Aloo Paratha,North Indian,Veg,False,False,Low,False,False,35.0,29.77,5.23,16.74,100.43,318.2,,C019,SUP02,06:30,09:00
OPS-20210914-MH_G-0003,2021-09-14,MH_G,Tuesday,BREAKFAST,Egg Bhurji,North Indian,Egg,True,False,High,True,False,5.6,5.06,0.54,9.57,155.59,50.9,,C025,SUP07,06:30,09:00
OPS-20210914-MH_G-0004,"September 14, 2021",MH_G,Tuesday,Breakfast,Bread-Butter,Continental,Veg,False,True,Low,False,False,35.0,30.84,4.16,11.88,83.48,318.2,,C024,SUP01,0630,09:00
OPS-20210914-MH_G-0005,"September 14, 2021",MH_G,Tuesday,Lunch,Jain Sabzi,North Indian,Jain,False,False,Low,False,False,6.96,6.42,0.54,8.66,98.92,48.0,,C019,SUP05,12:00,14:30
OPS-20210914-MH_G-0006,2021-09-14,MH_G,Tuesday,Lunch,Aloo Dum,North Indian,Veg,False,False,,False,False,70.0,62.79,7.21,11.53,85.96,482.8,,C009,SUP02,12:00,14:30
OPS-20210914-MH_G-0007,2021-09-14,MH_G,Wenesday,Lunch,Khichdi,North Indian,Veg,False,False,Medium,False,False,70.0,59.44,10.56,16.9,74.87,482.8,,C013,SUP01,12:00,14:30
OPS-20210914-MH_G-0008,2021-09-14,MH_G,Tuesday,Lunch,Egg Fried Rice,Continental,Egg,True,False,Medium,True,False,5.6,4.99,0.61,10.81,158.59,38.6,,C008,SUP04,1200,14:30
OPS-20210914-MH_G-0009,"September 14, 2021",MH_G,Tuesday,Lunch,Mutton Curry,North Indian,Non_Veg,False,False,High,True,False,14.0,12.13,1.87,13.34,423.72,96.6,,C008,SUP04,12:00,14:30
OPS-20210914-MH_G-0010,14/09/2021,MH_G,Tuesday,Lunch,Dum Aloo,North Indian,Veg,False,False,Low,False,False,70.0,86.64017381110185,-16.640173811101846,6.65,100.27,482.8,,C007,SUP07,12:00,14:30
OPS-20210914-MH_G-0011,14/09/2021,MH_G,Tuesday,Lunch,Chicken Biryani,North Indian,Non_Veg,False,False,High,True,False,14.0,12.41,1.59,12.69,231.41,96.6,,C009,SUP02,12:00,14:30
OPS-20210914-MH_G-0012,2021-09-14,MH_G,Tuesday,Lunch,Dal Fry,North Indian,Veg,False,False,High,False,False,70.0,60.96,9.04,12.91,98.48,482.8,,C024,SUP05,12:00,14:30
OPS-20210914-MH_G-0013,2021-09-14,MH_G,Tuesday,Snacks,Samosa,Street Food,Veg,False,False,Low,False,False,17.5,15.41,2.09,11.94,115.19,265.2,,C002,SUP01,16:30,18:30
