Attendance_ID,Date,Mess_Hall_ID,Meal_Type,Total_Registered_Students,Present_For_Meal,Attendance_Percentage,Male_Count,Female_Count,Absentee_Count,Veg_Counter_Count,Non_Veg_Counter_Count,Egg_Counter_Count,Veg_Non_Veg_Ratio,Advance_Menu_Announced,Biometric_Verified,Special_Event_Day,Data_Collection_Method
ATT-20210918-MH_B-BRE,2021-09-18,MH_B,Breakfast,450,51,11.33,51.0,,399,,,,,True,True,False,Token_System
ATT-20210918-MH_B-LUN,"September 18, 2021",MH_B,Lunch,450,155,34.44,155.0,,295,,,,,True,True,False,Manual_Count
ATT-20210918-MH_B-SNA,2021-09-18,MH_B,Snacks,450,105,23.33,105.0,,345,,,,,False,True,False,Manual_Count
ATT-20210918-MH_B-DIN,2021-09-18,MH_B,Dinner,450,122,27.11,122.0,,328,,,,,False,True,False,Manual_Count
ATT-20210918-MH_G-BRE,18/09/2021,MH_G,Breakfast,300,45,15.0,,45.0,255,,,,,True,True,False,Biometric
ATT-20210918-MH_G-LUN,"September 18, 2021",MH_G,Lunch,300,112,37.33,,112.0,188,,,,,True,True,False,Manual_Count
ATT-20210918-MH_G-SNA,2021-09-18,MH_G,Snacks,300,15,5.0,,15.0,285,,,,,True,False,False,Manual_Count
ATT-20210918-MH_G-DIN,2021-09-18,MH_G,Dinner,300,81,27.0,,81.0,219,,,,,False,True,False,Manual_Count
ATT-20210919-MH_A-BRE,2021-09-19,MH_A,Breakfast,450,131,29.11,131.0,,319,,,,,True,True,False,Biometric
ATT-20210919-MH_A-LUN,2021-09-19,MH_A,Lunch,450,190,42.22,190.0,,260,,,,,True,False,False,Biometric
ATT-20210919-MH_A-SNA,2021-09-19,MH_A,Snacks,450,121,26.89,121.0,,329,,,,,True,True,False,Manual_Count
ATT-20210919-MH_A-DIN,2021-09-19,MH_A,Dinner,450,168,37.33,168.0,,282,,,,,True,True,False,Biometric
ATT-20210919-MH_B-BRE,19/09/2021,MH_B,Breakfast,450,87,19.33,87.0,,363,,,,,False,False,False,Biometric
ATT-20210919-MH_B-LUN,"September 19, 2021",MH_B,Lunch,450,181,40.22,181.0,,269,,,,,False,True,False,Manual_Count
ATT-20210919-MH_B-SNA,"September 19, 2021",MH_B,Snacks,450,101,22.44,101.0,,349,,,,,True,False,False,Manual_Count
ATT-20210919-MH_B-DIN,19/09/2021,MH_B,Dinner,450,152,33.78,152.0,,298,,,,,False,True,False,Manual_Count
ATT-20210919-MH_G-BRE,"September 19, 2021",MH_G,Breakfast,300,96,32.0,,96.0,204,,,,,True,True,False,Manual_Count
ATT-20210919-MH_G-LUN,"September 19, 2021",MH_G,Lunch,300,115,38.33,,115.0,185,,,,,True,False,False,Biometric
ATT-20210919-MH_G-SNA,2021-09-19,MH_G,Snacks,300,87,29.0,,87.0,213,,,,,True,True,False,Biometric
ATT-20210919-MH_G-DIN,2021-09-19,MH_G,Dinner,300,130,43.33,,130.0,170,,,,,True,True,False,Biometric
ATT-20210920-MH_A-BRE,2021-09-20,MH_A,Breakfast,450,119,26.44,119.0,,331,,,,,True,True,False,Biometric
ATT-20210920-MH_A-LUN,2021-09-20,MH_A,Lunch,450,124,27.56,124.0,,326,,,,,False,True,False,Manual_Count
ATT-20210920-MH_A-SNA,20/09/2021,MH_A,Snacks,450,62,13.78,62.0,,388,,,,,True,False,False,Token_System
ATT-20210920-MH_A-DIN,2021-09-20,MH_A,Dinner,450,107,23.78,107.0,,343,,,,,True,False,False,Biometric
ATT-20210920-MH_B-BRE,"September 20, 2021",MH_B,Breakfast,450,132,29.33,132.0,,318,,,,,True,False,False,Manual_Count
ATT-20210920-MH_B-LUN,2021-09-20,MH_B,LUNCH,450,150,33.33,150.0,,300,,,,,True,True,False,Token_System
ATT-20210920-MH_B-SNA,"September 20, 2021",MH_B,Snacks,450,79,17.56,79.0,,371,,,,,False,False,False,Biometric
ATT-20210920-MH_B-DIN,"September 20, 2021",MH_B,Dinner,450,141,31.33,141.0,,309,,,,,True,True,False,Manual_Count
ATT-20210920-MH_G-BRE,2021-09-20,MH_G,Breakfast,300,71,23.67,,71.0,229,,,,,True,True,False,Biometric
ATT-20210920-MH_G-LUN,"September 20, 2021",MH_G,Lunch,300,109,36.33,,109.0,191,,,,,False,True,False,Manual_Count
ATT-20210920-MH_G-SNA,"September 20, 2021",MH_G,Snacks,300,35,11.67,,35.0,265,,,,,True,False,False,Biometric
ATT-20210920-MH_G-DIN,2021-09-20,MH_G,Dinner,300,78,26.0,,78.0,222,,,,,True,True,False,Biometric
ATT-20210921-MH_A-BRE,2021-09-21,MH_A,Breakfast,450,193,42.89,193.0,,257,,,,,True,True,False,Biometric
ATT-20210921-MH_A-LUN,2021-09-21,MH_A,Lunch,450,255,56.67,255.0,,195,,,,,False,True,False,Manual_Count
ATT-20210921-MH_A-SNA,"September 21, 2021",MH_A,Snacks,450,62,13.78,62.0,,388,,,,,False,False,False,Manual_Count
ATT-20210921-MH_A-DIN,2021-09-21,MH_A,Dinner,450,236,52.44,236.0,,214,,,,,True,True,False,Manual_Count
ATT-20210921-MH_B-BRE,2021-09-21,MH_B,Breakfast,450,179,39.78,179.0,,271,,,,,True,True,False,Biometric
ATT-20210921-MH_B-LUN,2021-09-21,MH_B,Lunch,450,209,46.44,209.0,,241,,,,,True,True,False,Biometric
ATT-20210921-MH_B-SNA,21/09/2021,MH_B,Snacks,450,501,111.33333333333333,107.0,,343,,,,,True,True,False,Manual_Count
ATT-20210921-MH_B-DIN,2021-09-21,MH_B,Dinner,450,250,55.56,250.0,,200,,,,,True,True,False,Token_System
ATT-20210921-MH_G-BRE,2021-09-21,MH_G,Breakfast,300,100,33.33,,100.0,200,,,,,True,True,False,Biometric
ATT-20210921-MH_G-LUN,"September 21, 2021",MH_G,Lunch,300,183,61.0,,183.0,117,,,,,True,False,False,Token_System
ATT-20210921-MH_G-SNA,2021-09-21,MH_G,Snacks,300,80,26.67,,80.0,220,,,,,True,True,False,Token_System
ATT-20210921-MH_G-DIN,2021-09-21,MH_G,Dinner,300,200,66.67,,200.0,100,,,,,True,True,False,Biometric
ATT-20210922-MH_A-BRE,2021-09-22,MH_A,Breakfast,450,158,35.11,158.0,,292,,,,,True,True,False,Biometric
ATT-20210922-MH_A-LUN,2021-09-22,MH_A,Lunch,450,269,59.78,269.0,,181,,,,,False,True,False,Biometric
ATT-20210922-MH_A-SNA,2021-09-22,MH_A,Snacks,450,62,13.78,62.0,,388,,,,,True,True,False,Biometric
ATT-20210922-MH_A-DIN,2021-09-22,MH_A,Dinner,450,258,57.33,258.0,,192,,,,,True,True,False,Biometric
ATT-20210922-MH_B-BRE,2021-09-22,MH_B,Breakfast,450,174,38.67,174.0,,276,,,,,True,True,False,Biometric
ATT-20210922-MH_B-LUN,2021-09-22,MH_B,Lunch,450,280,62.22,280.0,,170,,,,,False,True,False,Token_System
ATT-20210922-MH_B-SNA,2021-09-22,MH_B,Snacks,450,105,23.33,105.0,,345,,,,,True,True,False,Biometric
ATT-20210922-MH_B-DIN,"September 22, 2021",MH_B,Dinner,450,182,40.44,182.0,,268,,,,,False,False,False,Biometric
ATT-20210922-MH_G-BRE,"September 22, 2021",MH_G,Breakfast,300,157,52.33,,157.0,143,,,,,True,True,False,Biometric
ATT-20210922-MH_G-LUN,2021-09-22,MH_G,Lunch,300,185,61.67,,185.0,115,,,,,False,False,False,Manual_Count
ATT-20210922-MH_G-SNA,2021-09-22,MH_G,Snacks,300,82,27.33,,82.0,218,,,,,True,True,False,Token_System
ATT-20210922-MH_G-DIN,22/09/2021,MH_G,Dinner,300,162,54.0,,162.0,138,,,,,False,True,False,Biometric
ATT-20210923-MH_A-BRE,"September 23, 2021",MH_A,Breakfast,450,181,40.22,181.0,,269,,,,,True,True,False,Biometric
ATT-20210923-MH_A-LUN,23/09/2021,MH_A,Lunch,450,207,46.0,207.0,,243,,,,,True,True,False,Token_System
ATT-20210923-MH_A-SNA,"September 23, 2021",MH_A,Snacks,450,96,21.33,96.0,,354,,,,,False,True,False,Biometric
ATT-20210923-MH_A-DIN,2021-09-23,MH_A,Dinner,450,255,56.67,255.0,,195,,,,,False,True,False,Biometric
ATT-20210923-MH_B-BRE,"September 23, 2021",MH_B,Breakfast,450,169,37.56,169.0,,281,,,,,False,True,False,Manual_Count
ATT-20210923-MH_B-LUN,2021-09-23,MH_B,Lunch,450,233,51.78,233.0,,217,,,,,True,True,False,Token_System
ATT-20210923-MH_B-SNA,"September 23, 2021",MH_B,Snacks,450,145,32.22,145.0,,305,,,,,False,True,False,Token_System
ATT-20210923-MH_B-DIN,2021-09-23,MH_B,Dinner,450,207,46.0,207.0,,243,,,,,True,True,False,Token_System
ATT-20210923-MH_G-BRE,"September 23, 2021",MH_G,Breakfast,300,115,38.33,,115.0,185,,,,,False,True,False,Biometric
ATT-20210923-MH_G-LUN,2021-09-23,MH_G,Lunch,300,176,58.67,,176.0,124,,,,,True,True,False,Manual_Count
ATT-20210923-MH_G-SNA,"September 23, 2021",MH_G,Snacks,300,90,30.0,,90.0,210,,,,,False,True,False,Manual_Count
ATT-20210923-MH_G-DIN,2021-09-23,MH_G,Dinner,300,154,51.33,,154.0,146,,,,,False,True,False,Biometric
ATT-20210924-MH_A-BRE,2021-09-24,MH_A,Breakfast,450,166,36.89,166.0,,284,,,,,True,True,False,Biometric
ATT-20210924-MH_A-LUN,"September 24, 2021",MH_A,Lunch,450,215,47.78,215.0,,235,,,,,True,False,False,Biometric
ATT-20210924-MH_A-SNA,"September 24, 2021",MH_A,Snacks,450,124,27.56,124.0,,326,,,,,True,True,False,Biometric
ATT-20210924-MH_A-DIN,2021-09-24,MH_A,Dinner,450,243,54.0,243.0,,207,,,,,False,True,False,Manual_Count
ATT-20210924-MH_B-BRE,2021-09-24,MH_B,Breakfast,450,119,26.44,119.0,,331,,,,,True,True,False,Manual_Count
ATT-20210924-MH_B-LUN,2021-09-24,MH_B,Lunch,450,227,50.44,227.0,,223,,,,,True,False,False,Manual_Count
ATT-20210924-MH_B-SNA,2021-09-24,MH_B,Snacks,450,132,29.33,132.0,,318,,,,,False,True,False,Biometric
ATT-20210924-MH_B-DIN,24/09/2021,MH_B,Dinner,450,209,46.44,209.0,,241,,,,,False,True,False,Manual_Count
ATT-20210924-MH_G-BRE,2021-09-24,MH_G,Breakfast,300,84,28.0,,84.0,216,,,,,True,True,False,Biometric
ATT-20210924-MH_G-LUN,24/09/2021,MH_G,Lunch,300,173,57.67,,173.0,127,,,,,True,True,False,Biometric
ATT-20210924-MH_G-SNA,2021-09-24,MH_G,Snacks,300,70,23.33,,70.0,230,,,,,True,True,False,Manual_Count
ATT-20210924-MH_G-DIN,2021-09-24,MH_G,Dinner,300,306,102.0,,132.0,168,,,,,True,True,False,Biometric
ATT-20210925-MH_A-BRE,2021-09-25,MH_A,Breakfast,450,126,28.0,126.0,,324,,,,,True,False,False,Manual_Count
ATT-20210925-MH_A-LUN,2021-09-25,MH_A,Lunch,450,194,43.11,194.0,,256,,,,,True,True,False,Biometric
ATT-20210925-MH_A-SNA,25/09/2021,MH_A,Snacks,450,74,16.44,74.0,,376,,,,,False,True,False,Token_System
ATT-20210925-MH_A-DIN,2021-09-25,MH_A,Dinner,450,168,37.33,168.0,,282,,,,,False,True,False,Biometric
ATT-20210925-MH_B-BRE,2021-09-25,MH_B,Breakfast,450,112,24.89,112.0,,338,,,,,False,True,False,Token_System
ATT-20210925-MH_B-LUN,2021-09-25,MH_B,Lunch,450,157,34.89,157.0,,293,,,,,False,True,False,Biometric
ATT-20210925-MH_B-SNA,2021-09-25,MH_B,Snacks,450,70,15.56,70.0,,380,,,,,False,True,False,Manual_Count
ATT-20210925-MH_B-DIN,25/09/2021,MH_B,Dinner,450,154,34.22,154.0,,296,,,,,False,False,False,Biometric
ATT-20210925-MH_G-BRE,2021-09-25,MH_G,Breakfast,300,79,26.33,,79.0,221,,,,,False,True,False,Biometric
ATT-20210925-MH_G-LUN,2021-09-25,MH_G,Lunch,300,135,45.0,,135.0,165,,,,,False,True,False,Biometric
ATT-20210925-MH_G-SNA,25/09/2021,MH_G,Snacks,300,62,20.67,,62.0,238,,,,,False,True,False,Biometric
ATT-20210925-MH_G-DIN,25/09/2021,MH_G,Dinner,300,106,35.33,,106.0,194,,,,,False,False,False,Manual_Count
ATT-20210926-MH_A-BRE,2021-09-26,MH_A,Breakfast,450,176,39.11,176.0,,274,,,,,True,True,False,Biometric
ATT-20210926-MH_A-LUN,2021-09-26,MH_A,Lunch,450,220,48.89,220.0,,230,,,,,True,True,False,Biometric
ATT-20210926-MH_A-SNA,26/09/2021,MH_A,Snacks,450,77,17.11,77.0,,373,,,,,False,True,False,Biometric
ATT-20210926-MH_A-DIN,"September 26, 2021",MH_A,Dinner,450,202,44.89,202.0,,248,,,,,False,True,False,Token_System
ATT-20210926-MH_B-BRE,2021-09-26,MH_B,BREAKFAST,450,198,44.0,198.0,,252,,,,,True,True,False,Biometric
ATT-20210926-MH_B-LUN,2021-09-26,MH_B,Lunch,450,220,48.89,220.0,,230,,,,,True,True,False,Biometric
ATT-20210926-MH_B-SNA,2021-09-26,MH_B,Snacks,450,113,25.11,113.0,,337,,,,,True,False,False,Manual_Count
ATT-20210926-MH_B-DIN,2021-09-26,MH_B,Dinner,450,223,49.56,223.0,,227,,,,,True,True,False,Manual_Count
ATT-20210926-MH_G-BRE,"September 26, 2021",MH_G,Breakfast,300,123,41.0,,123.0,177,,,,,False,True,False,Manual_Count
ATT-20210926-MH_G-LUN,2021-09-26,MH_G,Lunch,300,137,45.67,,137.0,163,,,,,True,True,False,Biometric
ATT-20210926-MH_G-SNA,2021-09-26,MH_G,Snacks,300,73,24.33,,73.0,227,,,,,True,True,False,Biometric
ATT-20210926-MH_G-DIN,"September 26, 2021",MH_G,Dinner,300,129,43.0,,129.0,171,,,,,False,True,False,Biometric
ATT-20210927-MH_A-BRE,2021-09-27,MH_A,Breakfast,450,149,33.11,149.0,,301,,,,,False,True,False,Manual_Count
ATT-20210927-MH_A-LUN,27/09/2021,MH_A,Lunch,450,230,51.11,230.0,,220,,,,,True,True,False,Biometric
ATT-20210927-MH_A-SNA,27/09/2021,MH_A,Snacks,450,79,17.56,79.0,,371,,,,,False,True,False,Biometric
ATT-20210927-MH_A-DIN,2021-09-27,MH_A,Dinner,450,228,50.67,228.0,,222,,,,,False,True,False,Token_System
ATT-20210927-MH_B-BRE,2021-09-27,MH_B,Breakfast,450,158,35.11,158.0,,292,,,,,True,True,False,Token_System
ATT-20210927-MH_B-LUN,"September 27, 2021",MH_B,Lunch,450,289,64.22,289.0,,161,,,,,True,True,False,Biometric
ATT-20210927-MH_B-SNA,2021-09-27,MH_B,Snacks,450,111,24.67,111.0,,339,,,,,False,True,False,Biometric
ATT-20210927-MH_B-DIN,2021-09-27,MH_B,Dinner,450,175,38.89,175.0,,275,,,,,False,True,False,Manual_Count
ATT-20210927-MH_G-BRE,"September 27, 2021",MH_G,Breakfast,300,103,34.33,,103.0,197,,,,,False,True,False,Biometric
ATT-20210927-MH_G-LUN,2021-09-27,MH_G,Lunch,300,197,65.67,,197.0,103,,,,,True,True,False,Biometric
ATT-20210927-MH_G-SNA,2021-09-27,MH_G,Snacks,300,80,26.67,,80.0,220,,,,,True,True,False,Biometric
ATT-20210927-MH_G-DIN,"September 27, 2021",MH_G,Dinner,300,189,63.0,,189.0,111,,,,,True,False,False,Manual_Count
ATT-20210928-MH_A-BRE,"September 28, 2021",MH_A,Breakfast,450,157,34.89,157.0,,293,,,,,False,True,False,Token_System
ATT-20210928-MH_A-LUN,2021-09-28,MH_A,Lunch,450,285,63.33,285.0,,165,,,,,True,True,False,Biometric
ATT-20210928-MH_A-SNA,2021-09-28,MH_A,Snacks,450,173,38.44,173.0,,277,,,,,True,True,False,Manual_Count
ATT-20210928-MH_A-DIN,2021-09-28,MH_A,Dinner,450,254,56.44,254.0,,196,,,,,True,True,False,Biometric
ATT-20210928-MH_B-BRE,"September 28, 2021",MH_B,Breakfast,450,164,36.44,164.0,,286,,,,,True,False,False,Biometric
ATT-20210928-MH_B-LUN,"September 28, 2021",MH_B,Lunch,450,277,61.56,277.0,,173,,,,,True,True,False,Biometric
ATT-20210928-MH_B-SNA,2021-09-28,MH_B,Snacks,450,166,36.89,166.0,,284,,,,,True,True,False,Token_System
ATT-20210928-MH_B-DIN,2021-09-28,MH_B,Dinner,450,237,52.67,237.0,,213,,,,,True,True,False,Manual_Count
ATT-20210928-MH_G-BRE,"September 28, 2021",MH_G,Breakfast,300,136,,,136.0,164,,,,,True,True,False,Biometric
ATT-20210928-MH_G-LUN,"September 28, 2021",MH_G,Lunch,300,184,61.33,,184.0,116,,,,,True,True,False,Biometric
ATT-20210928-MH_G-SNA,2021-09-28,MH_G,Snacks,300,96,32.0,,96.0,204,,,,,False,True,False,Biometric
ATT-20210928-MH_G-DIN,2021-09-28,MH_G,Dinner,300,162,54.0,,162.0,138,,,,,False,True,False,Biometric
ATT-20210929-MH_A-BRE,2021-09-29,MH_A,Breakfast,450,152,33.78,152.0,,298,,,,,True,True,False,Manual_Count
ATT-20210929-MH_A-LUN,2021-09-29,MH_A,Lunch,450,258,57.33,258.0,,192,,,,,True,True,False,Biometric
ATT-20210929-MH_A-SNA,2021-09-29,MH_A,Snacks,450,114,25.33,114.0,,336,,,,,True,True,False,Biometric
ATT-20210929-MH_A-DIN,2021-09-29,MH_A,Dinner,450,215,47.78,215.0,,235,,,,,True,True,False,Token_System
ATT-20210929-MH_B-BRE,2021-09-29,MH_B,Breakfast,450,170,37.78,170.0,,280,,,,,False,True,False,Biometric
ATT-20210929-MH_B-LUN,2021-09-29,MH_B,Lunch,450,252,56.0,252.0,,198,,,,,True,True,False,Biometric
ATT-20210929-MH_B-SNA,2021-09-29,MH_B,Snacks,450,117,26.0,117.0,,333,,,,,False,True,False,Biometric
ATT-20210929-MH_B-DIN,29/09/2021,MH_B,Dinner,450,241,53.56,241.0,,209,,,,,True,True,False,Biometric
ATT-20210929-MH_G-BRE,29/09/2021,MH_G,Breakfast,300,99,33.0,,99.0,201,,,,,True,True,False,Biometric
ATT-20210929-MH_G-LUN,29/09/2021,MH_G,Lunch,300,197,65.67,,197.0,103,,,,,True,True,False,Biometric
ATT-20210929-MH_G-SNA,2021-09-29,MH_G,Snacks,300,66,22.0,,66.0,234,,,,,False,True,False,Biometric
ATT-20210929-MH_G-DIN,"September 29, 2021",MH_G,Dinner,300,150,50.0,,150.0,150,,,,,False,True,False,Biometric
ATT-20210930-MH_A-BRE,30/09/2021,MH_A,Breakfast,450,137,30.44,137.0,,313,,,,,False,True,False,Biometric
ATT-20210930-MH_A-LUN,2021-09-30,MH_A,Lunch,450,276,61.33,276.0,,174,,,,,True,False,False,Biometric
ATT-20210930-MH_A-SNA,2021-09-30,MH_A,Snacks,450,95,21.11,95.0,,355,,,,,False,True,False,Manual_Count
ATT-20210930-MH_A-DIN,2021-09-30,MH_A,Dinner,450,486,108.0,266.0,,184,,,,,False,True,False,Biometric
ATT-20210930-MH_B-BRE,30/09/2021,MH_B,BREAKFAST,450,156,34.67,156.0,,294,,,,,True,True,False,Biometric
ATT-20210930-MH_B-LUN,2021-09-30,MH_B,Lunch,450,247,54.89,247.0,,203,,,,,True,True,False,Biometric
ATT-20210930-MH_B-SNA,"September 30, 2021",MH_B,Snacks,450,97,21.56,97.0,,353,,,,,True,True,False,Biometric
ATT-20210930-MH_B-DIN,2021-09-30,MH_B,Dinner,450,217,48.22,217.0,,233,,,,,True,False,False,Biometric
ATT-20210930-MH_G-BRE,2021-09-30,MH_G,Breakfast,300,159,53.0,,159.0,141,,,,,False,True,False,Biometric
ATT-20210930-MH_G-LUN,"September 30, 2021",MH_G,Lunch,300,190,63.33,,190.0,110,,,,,False,True,False,Biometric
ATT-20210930-MH_G-SNA,"September 30, 2021",MH_G,Snacks,300,107,35.67,,107.0,193,,,,,False,True,False,Biometric
ATT-20210930-MH_G-DIN,2021-09-30,MH_G,Dinner,300,166,55.33,,166.0,134,,,,,True,True,False,Token_System
ATT-20211001-MH_A-BRE,2021-10-01,MH_A,Breakfast,450,138,30.67,138.0,,312,,,,,True,True,False,Token_System
ATT-20211001-MH_A-LUN,"October 01, 2021",MH_A,Lunch,450,284,63.11,284.0,,166,,,,,True,True,False,Biometric
ATT-20211001-MH_A-SNA,2021-10-01,MH_A,Snacks,450,76,16.89,76.0,,374,,,,,True,True,False,Biometric
ATT-20211001-MH_A-DIN,01/10/2021,MH_A,Dinner,450,257,57.11,257.0,,193,,,,,True,True,False,Biometric
ATT-20211001-MH_B-BRE,"October 01, 2021",MH_B,Breakfast,450,142,31.56,142.0,,308,,,,,True,True,False,Token_System
ATT-20211001-MH_B-LUN,2021-10-01,MH_B,Lunch,450,288,64.0,288.0,,162,,,,,True,True,False,Token_System
ATT-20211001-MH_B-SNA,2021-10-01,MH_B,Snacks,450,84,18.67,84.0,,366,,,,,False,True,False,Manual_Count
ATT-20211001-MH_B-DIN,2021-10-01,MH_B,Dinner,450,227,50.44,227.0,,223,,,,,False,True,False,Manual_Count
ATT-20211001-MH_G-BRE,2021-10-01,MH_G,Breakfast,300,145,48.33,,145.0,155,,,,,False,False,False,Biometric
ATT-20211001-MH_G-LUN,2021-10-01,MH_G,Lunch,300,174,58.0,,174.0,126,,,,,True,False,False,Manual_Count
ATT-20211001-MH_G-SNA,"October 01, 2021",MH_G,Snacks,300,68,22.67,,68.0,232,,,,,True,True,False,Manual_Count
ATT-20211001-MH_G-DIN,01/10/2021,MH_G,Dinner,300,153,51.0,,153.0,147,,,,,True,True,False,Biometric
ATT-20211002-MH_A-BRE,2021-10-02,MH_A,Breakfast,450,132,29.33,132.0,,318,,,,,True,True,True,Biometric
ATT-20211002-MH_A-LUN,"October 02, 2021",MH_A,Lunch,450,193,42.89,193.0,,257,,,,,True,True,False,Token_System
ATT-20211002-MH_A-SNA,2021-10-02,MH_A,Snacks,450,32,7.11,32.0,,418,,,,,True,True,False,Biometric
ATT-20211002-MH_A-DIN,02/10/2021,MH_A,Dinner,450,210,,210.0,,240,,,,,False,True,False,Biometric
ATT-20211002-MH_B-BRE,"October 02, 2021",MH_B,Breakfast,450,154,34.22,154.0,,296,,,,,True,True,False,Biometric
ATT-20211002-MH_B-LUN,02/10/2021,MH_B,Lunch,450,164,36.44,164.0,,286,,,,,True,True,True,Token_System
ATT-20211002-MH_B-SNA,02/10/2021,MH_B,Snacks,450,77,17.11,77.0,,373,,,,,True,True,False,Biometric
ATT-20211002-MH_B-DIN,2021-10-02,MH_B,Dinner,450,140,31.11,140.0,,310,,,,,False,False,True,Token_System
ATT-20211002-MH_G-BRE,2021-10-02,MH_G,Breakfast,300,56,18.67,,56.0,244,,,,,False,False,False,Token_System
ATT-20211002-MH_G-LUN,"October 02, 2021",MH_G,Lunch,300,114,38.0,,114.0,186,,,,,True,True,False,Manual_Count
ATT-20211002-MH_G-SNA,2021-10-02,MH_G,Snacks,300,44,14.67,,44.0,256,,,,,True,True,False,Biometric
ATT-20211002-MH_G-DIN,2021-10-02,MH_G,Dinner,300,101,33.67,,101.0,199,,,,,False,False,False,Biometric
ATT-20211003-MH_A-BRE,"October 03, 2021",MH_A,Breakfast,450,140,31.11,140.0,,310,,,,,False,True,False,Manual_Count
ATT-20211003-MH_A-LUN,"October 03, 2021",MH_A,Lunch,450,243,54.0,243.0,,207,,,,,True,True,False,Biometric
ATT-20211003-MH_A-SNA,2021-10-03,MH_A,Snacks,450,99,22.0,99.0,,351,,,,,False,True,False,Biometric
ATT-20211003-MH_A-DIN,03/10/2021,MH_A,Dinner,450,222,49.33,222.0,,228,,,,,True,True,False,Biometric
ATT-20211003-MH_B-BRE,"October 03, 2021",MH_B,Breakfast,450,182,40.44,182.0,,268,,,,,True,True,False,Biometric
ATT-20211003-MH_B-LUN,"October 03, 2021",MH_B,Lunch,450,255,56.67,255.0,,195,,,,,True,False,False,Manual_Count
ATT-20211003-MH_B-SNA,03/10/2021,MH_B,Snacks,450,89,19.78,89.0,,361,,,,,True,True,False,Manual_Count
ATT-20211003-MH_B-DIN,2021-10-03,MH_B,Dinner,450,241,53.56,241.0,,209,,,,,False,True,False,Biometric
ATT-20211003-MH_G-BRE,2021-10-03,MH_G,Breakfast,300,114,38.0,,114.0,186,,,,,False,True,False,Token_System
ATT-20211003-MH_G-LUN,"October 03, 2021",MH_G,Lunch,300,172,57.33,,172.0,128,,,,,True,True,False,Token_System
ATT-20211003-MH_G-SNA,03/10/2021,MH_G,Snacks,300,85,28.33,,85.0,215,,,,,True,True,False,Manual_Count
ATT-20211003-MH_G-DIN,2021-10-03,MH_G,Dinner,300,148,49.33,,148.0,152,,,,,False,True,False,Manual_Count
ATT-20211004-MH_A-BRE,2021-10-04,MH_A,Breakfast,450,249,55.33,249.0,,201,,,,,True,True,False,Biometric
ATT-20211004-MH_A-LUN,2021-10-04,MH_A,Lunch,450,372,82.67,372.0,,78,,,,,True,True,False,Biometric
ATT-20211004-MH_A-SNA,04/10/2021,MH_A,Snacks,450,167,37.11,167.0,,283,,,,,True,True,False,Biometric
ATT-20211004-MH_A-DIN,2021-10-04,MH_A,Dinner,450,370,82.22,370.0,,80,,,,,False,True,False,Biometric
ATT-20211004-MH_B-BRE,"October 04, 2021",MH_B,Breakfast,450,242,53.78,242.0,,208,,,,,True,True,False,Manual_Count
ATT-20211004-MH_B-LUN,2021-10-04,MH_B,Lunch,450,366,81.33,366.0,,84,,,,,True,False,False,Biometric
ATT-20211004-MH_B-SNA,2021-10-04,MH_B,Snacks,450,165,36.67,165.0,,285,,,,,False,True,False,Biometric
ATT-20211004-MH_B-DIN,2021-10-04,MH_B,Dinner,450,319,70.89,319.0,,131,,,,,False,True,False,Biometric
ATT-20211004-MH_G-BRE,04/10/2021,MH_G,Breakfast,300,164,54.67,,164.0,136,,,,,False,True,False,Manual_Count
ATT-20211004-MH_G-LUN,2021-10-04,MH_G,Lunch,300,256,85.33,,256.0,44,,,,,True,True,False,Token_System
ATT-20211004-MH_G-SNA,2021-10-04,MH_G,Snacks,300,117,39.0,,117.0,183,,,,,True,True,False,Biometric
ATT-20211004-MH_G-DIN,04/10/2021,MH_G,Dinner,300,243,81.0,,243.0,57,,,,,True,False,False,Manual_Count
ATT-20211005-MH_A-BRE,2021-10-05,MH_A,BREAKFAST,450,81,18.0,81.0,,369,,,,,True,False,False,Manual_Count
ATT-20211005-MH_A-LUN,2021-10-05,MH_A,Lunch,450,112,24.89,112.0,,338,,,,,True,True,False,Biometric
ATT-20211005-MH_A-SNA,"October 05, 2021",MH_A,Snacks,450,54,12.0,54.0,,396,,,,,True,False,False,Biometric
ATT-20211005-MH_A-DIN,05/10/2021,MH_A,Dinner,450,114,25.33,114.0,,336,,,,,True,True,False,Biometric
ATT-20211005-MH_B-BRE,"October 05, 2021",MH_B,Breakfast,450,89,19.78,89.0,,361,,,,,True,True,False,Token_System
ATT-20211005-MH_B-LUN,2021-10-05,MH_B,Lunch,450,140,31.11,140.0,,310,,,,,False,True,False,Token_System
ATT-20211005-MH_B-SNA,2021-10-05,MH_B,Snacks,450,69,15.33,69.0,,381,,,,,False,True,False,Manual_Count
ATT-20211005-MH_B-DIN,2021-10-05,MH_B,Dinner,450,106,23.56,106.0,,344,,,,,True,True,False,Biometric
ATT-20211005-MH_G-BRE,2021-10-05,MH_G,Breakfast,300,42,14.0,,42.0,258,,,,,True,True,False,Biometric
ATT-20211005-MH_G-LUN,05/10/2021,MH_G,Lunch,300,127,42.33,,127.0,173,,,,,True,True,False,Token_System
ATT-20211005-MH_G-SNA,"October 05, 2021",MH_G,Snacks,300,36,12.0,,36.0,264,,,,,True,True,False,Biometric
