Feedback_ID,Date,Student_ID,Mess_Hall_ID,Meal_Type,Menu_Item,Food_Type_Rated,Taste_Rating,Freshness_Rating,Hygiene_Rating,Quantity_Adequate,Temperature_Appropriate,Smell_Rating,Overall_Rating,Cross_Contamination_Complaint,Would_Eat_Again,Would_Prefer_Veg_Alternative,Portion_Size_Feedback,Comments,Survey_Channel,Submission_Timestamp
FB-0003834,"May 04, 2021",S2224,MH_G,Breakfast,Upma,Veg,2,3,5,4,,,5.0,False,False,,Too_Little,,QR_Code,2021-05-04 07:10
FB-0003835,"May 04, 2021",S2224,MH_G,Breakfast,Idli-Sambar,Veg,1,4,1,4,,,5.0,False,False,,Just_Right,undercooked,QR_Code,2021-05-04 08:16
FB-0003836,2021-05-04,S2224,MH_G,Breakfast,Dosa,Veg,1,3,4,4,,,2.0,False,False,,Just_Right,no salt,QR_Code,2021-05-04 09:19
FB-0003837,"May 04, 2021",S3056,MH_G,Lunch,Roti-Sabzi,Veg,1,2,4,4,,,4.0,False,False,,Too_Little,,In_Person,2021-05-04 13:37
FB-0003838,2021-05-04,S3056,MH_G,Lunch,Prawn Masala,Non_Veg,2,5,4,1,,,5.0,False,False,,Too_Little,stale,QR_Code,2021-05-04 13:54
FB-0003839,"May 04, 2021",S3056,MH_G,Lunch,Bread-Omelette,Egg,2,2,4,4,,,4.0,False,False,,Just_Right,cross-contamination,In_Person,2021-05-04 13:33
FB-0003840,04/05/2021,S2468,MH_G,Lunch,Chana Masala,Veg,1,4,3,2,,,4.0,False,False,,,,QR_Code,2021-05-04 14:14
FB-0003841,2021-05-04,S2468,MH_G,Lunch,Jain Sabzi,Jain,1,5,4,3,,,1.0,False,False,,Just_Right,bland,QR_Code,2021-05-04 12:58
FB-0003842,2021-05-04,S2468,MH_G,Lunch,Chole Bhature,Veg,5,4,1,4,,,,False,True,,Too_Little,,In_Person,2021-05-04 12:57
FB-0003843,04/05/2021,S1473,MH_G,Breakfast,Boiled Eggs,Egg,2,3,3,4,,,2.0,False,False,,Just_Right,,QR_Code,2021-05-04 07:20
FB-0003844,2021-05-04,S1473,MH_G,Breakfast,Poha,Veg,3,3,1,3,,,5.0,True,False,,Just_Right,,QR_Code,2021-05-04 07:53
FB-0003845,2021-05-04,S3271,MH_G,Breakfast,Upma,Veg,5,5,3,2,,,3.0,False,True,,,bland,QR_Code,2021-05-04 09:01
FB-0003846,2021-05-04,S3271,MH_G,Breakfast,Boiled Eggs,Egg,4,2,2,5,,,3.0,False,True,,Just_Right,excellent,In_Person,2021-05-04 08:22
FB-0003847,2021-05-04,S3271,MH_G,Breakfast,Idli-Sambar,Veg,4,4,3,5,,,2.0,False,True,,,cross-contamination,In_Person,2021-05-04 08:11
FB-0003848,2021-05-04,S2769,MH_G,Breakfast,Idli-Sambar,Veg,2,3,3,4,,,1.0,False,False,,Just_Right,,QR_Code,2021-05-04 07:58
FB-0003849,"May 04, 2021",S2769,MH_G,Breakfast,Poha,Veg,4,4,3,2,,,4.0,False,False,,Just_Right,no salt,App,2021-05-04 07:15
FB-0003850,04/05/2021,S1013,MH_G,Lunch,Chicken Masala,Non_Veg,4,1,4,2,,,2.0,False,False,True,Too_Much,,QR_Code,2021-05-04 13:43
FB-0003851,2021-05-04,S1013,MH_G,Lunch,Dal Fry,Veg,4,5,4,3,,,3.0,False,True,,Just_Right,not fresh,QR_Code,2021-05-04 14:56
FB-0003852,2021-05-04,S1013,MH_G,Lunch,Keema Matar,Non_Veg,4,2,4,5,,,1.0,False,False,,Just_Right,stale,QR_Code,2021-05-04 12:43
FB-0003853,"May 04, 2021",S2908,MH_G,Dinner,Chana Masala,Veg,2,4,5,1,,,5.0,False,False,,Just_Right,,In_Person,2021-05-04 21:09
FB-0003854,04/05/2021,S2908,MH_G,Dinner,Bisi Bele Bath,Veg,2,1,1,3,,,3.0,True,False,,Too_Little,,QR_Code,2021-05-04 21:38
FB-0003855,2021-05-04,S2908,MH_G,Dinner,Khichdi,Veg,1,2,4,2,,,3.0,False,False,,Just_Right,,QR_Code,2021-05-04 22:18
FB-0003856,"May 04, 2021",S1778,MH_G,Breakfast,Bhel Puri,Veg,3,4,3,5,,,5.0,False,True,,Too_Little,,QR_Code,2021-05-04 08:11
FB-0003857,2021-05-04,S1778,MH_G,Breakfast,Upma,Veg,4,2,2,4,,,4.0,False,False,,Just_Right,,QR_Code,2021-05-04 07:22
FB-0003858,"May 04, 2021",S1778,MH_G,Breakfast,Dosa,Veg,5,5,4,2,,,5.0,False,False,,,bland,QR_Code,2021-05-04 07:32
FB-0003859,04/05/2021,S1889,MH_G,Lunch,Egg Curry,Egg,4,2,2,3,,,2.0,True,False,,Just_Right,,QR_Code,2021-05-04 14:36
FB-0003860,2021-05-04,S1889,MH_G,Lunch,Palak Paneer,Veg,2,4,4,4,,,4.0,False,False,,,,QR_Code,2021-05-04 13:02
FB-0003861,2021-05-04,S3864,MH_G,Breakfast,Coffee,Veg,6,4,5,5,,,2.0,False,False,,Too_Much,,QR_Code,2021-05-04 07:42
FB-0003862,2021-05-04,S3864,MH_G,Breakfast,Egg Curry,Egg,4,2,4,5,,,1.0,False,True,,Just_Right,not fresh,QR_Code,2021-05-04 08:40
FB-0003863,2021-05-04,S3864,MH_G,Breakfast,Fruit Plate,Vegan,4,4,2,4,,,2.0,False,False,,Just_Right,,QR_Code,2021-05-04 09:00
FB-0003864,2021-05-04,S2530,MH_G,Breakfast,Fruit Plate,Vegan,5,4,3,1,,,5.0,False,False,,Too_Little,,In_Person,2021-05-04 09:11
FB-0003865,"May 04, 2021",S2530,MH_G,Breakfast,Upma,Veg,5,4,3,3,,,,False,True,,Just_Right,,In_Person,2021-05-04 07:11
FB-0003866,04/05/2021,S2530,MH_G,Breakfast,Samosa,Veg,3,3,4,5,,,2.0,False,False,,Too_Little,,QR_Code,2021-05-04 07:27
FB-0003867,2021-05-04,S1873,MH_G,Dinner,Keema Matar,Non_Veg,5,1,3,4,,,3.0,False,False,,,,QR_Code,2021-05-04 20:28
FB-0003868,2021-05-04,S1873,MH_G,Dinner,Sambar Rice,Veg,5,2,2,4,,,3.0,False,True,,Just_Right,,In_Person,2021-05-04 22:06
FB-0003869,2021-05-04,,MH_G,Dinner,Keema Matar,Non_Veg,2,3,3,3,,,3.0,False,False,,,bland,App,2021-05-04 21:01
FB-0003870,"May 04, 2021",S1494,MH_G,Dinner,Baingan Bharta,Veg,4,3,2,2,,,1.0,False,False,,,,QR_Code,2021-05-04 22:08
FB-0003871,"May 04, 2021",S1494,MH_G,Dinner,Paneer Curry,Veg,2,1,4,1,,,2.0,False,False,,Too_Little,,App,2021-05-04 22:02
FB-0003872,2021-05-04,S2546,MH_G,Dinner,Egg Fried Rice,Egg,2,4,5,3,,,3.0,False,True,,,not fresh,QR_Code,2021-05-04 21:55
FB-0003873,04/05/2021,S2546,MH_G,Dinner,Fish Fry,Non_Veg,3,2,3,1,,,5.0,False,True,False,Just_Right,too oily,QR_Code,2021-05-04 20:34
FB-0003874,2021-05-04,S1694,MH_G,Lunch,Chicken Biryani,Non_Veg,4,4,4,5,,,,False,False,True,Just_Right,stale,QR_Code,2021-05-04 14:18
FB-0003875,2021-05-04,S1694,MH_G,Lunch,Dal Fry,Veg,4,3,2,2,,,3.0,False,True,,,excellent,QR_Code,2021-05-04 14:57
FB-0003876,04/05/2021,S1380,MH_G,Snacks,Rava Idli,Veg,5,2,5,5,,,4.0,False,False,,,stale,In_Person,2021-05-04 18:41
FB-0003877,"May 04, 2021",,MH_G,Snacks,Dosa,Veg,3,4,4,4,,,2.0,False,True,,Just_Right,undercooked,QR_Code,2021-05-04 17:36
FB-0003878,2021-05-04,S1028,MH_G,Lunch,Kadhi Pakoda,Veg,4,5,5,3,,,2.0,False,False,,Just_Right,,In_Person,2021-05-04 14:02
FB-0003879,2021-05-04,S1028,MH_G,Lunch,Aloo Dum,Veg,4,3,4,4,,,4.0,False,False,,Too_Much,excellent,In_Person,2021-05-04 14:53
FB-0003880,"May 04, 2021",S1028,MH_G,Lunch,Jain Sabzi,Jain,2,3,4,4,,,3.0,False,False,,Just_Right,,QR_Code,2021-05-04 12:57
FB-0003881,2021-05-04,S2074,MH_G,Snacks,Bread-Butter,Veg,4,3,4,4,,,3.0,False,False,,Too_Little,not fresh,In_Person,2021-05-04 18:03
FB-0003882,04/05/2021,S2074,MH_G,Snacks,Puri-Sabzi,Veg,1,2,3,2,,,4.0,False,False,,Just_Right,,QR_Code,2021-05-04 17:35
FB-0003883,04/05/2021,S2074,MH_G,Snacks,Samosa,Veg,2,1,2,5,,,4.0,True,False,,Just_Right,,QR_Code,2021-05-04 18:19
FB-0003884,2021-05-13,S3476,MH_A,Breakfast,Tea,Veg,5,4,3,4,,,2.0,False,True,,Just_Right,,QR_Code,2021-05-13 09:11
FB-0003885,2021-05-13,S3476,MH_A,Breakfast,Puri-Sabzi,Veg,2,5,2,3,,,1.0,False,False,,,very tasty,In_Person,2021-05-13 07:44
FB-0003886,"May 13, 2021",S2642,MH_A,Lunch,Chole Bhature,Veg,2,2,5,4,,,4.0,False,False,,Just_Right,not fresh,App,2021-05-13 13:14
FB-0003887,2021-05-13,S2642,MH_A,Lunch,Aloo Dum,Veg,4,3,5,2,,,2.0,False,False,,Just_Right,,QR_Code,2021-05-13 14:06
FB-0003888,"May 13, 2021",S2642,MH_A,Lunch,Jain Sabzi,Jain,4,2,1,4,,,2.0,False,True,,Just_Right,bland,QR_Code,2021-05-13 12:37
FB-0003889,2021-05-13,S1138,MH_A,Dinner,Chicken Masala,Non_Veg,3,3,3,1,,,4.0,False,False,,Too_Little,,QR_Code,2021-05-13 20:42
FB-0003890,2021-05-13,S1138,MH_A,Dinner,Mixed Veg,Veg,2,1,4,4,,,2.0,False,False,,Just_Right,bland,QR_Code,2021-05-13 21:41
FB-0003891,2021-05-13,S5187,MH_A,Dinner,Idli-Sambar,Veg,5,3,4,2,,,3.0,False,True,,,,In_Person,2021-05-13 20:35
FB-0003892,2021-05-13,S1818,MH_A,Snacks,Poha,Veg,5,2,5,3,,,4.0,False,True,,,,QR_Code,2021-05-13 17:27
FB-0003893,2021-05-13,S1818,MH_A,Snacks,Cornflakes,Veg,5,2,4,2,,,4.0,False,True,,,not fresh,In_Person,2021-05-13 17:27
FB-0003894,2021-05-13,S3979,MH_A,Lunch,Fish Fry,Non_Veg,2,1,4,2,,,5.0,False,False,True,Just_Right,not fresh,QR_Code,2021-05-13 14:10
FB-0003895,13/05/2021,S3979,MH_A,Lunch,Mutton Curry,Non_Veg,1,5,5,4,,,4.0,False,False,,,stale,QR_Code,2021-05-13 14:48
FB-0003896,2021-05-13,S3979,MH_A,Lunch,Sambar Rice,Veg,2,2,5,4,,,2.0,False,False,,Too_Little,,QR_Code,2021-05-13 14:54
FB-0003897,2021-05-13,S3922,MH_A,Dinner,Kadhi Pakoda,Veg,2,2,4,3,,,4.0,False,False,,,undercooked,QR_Code,2021-05-13 21:30
FB-0003898,13/05/2021,S3922,MH_A,Dinner,Chicken Masala,Non_Veg,1,1,4,3,,,2.0,False,False,False,Just_Right,,QR_Code,2021-05-13 21:58
FB-0003899,13/05/2021,S3922,MH_A,Dinner,Chicken Biryani,Non_Veg,1,3,4,4,,,1.0,False,False,,,cold,QR_Code,2021-05-13 21:17
FB-0003900,2021-05-13,S3968,MH_A,Breakfast,Rava Idli,Veg,2,3,1,1,,,1.0,False,True,,Just_Right,,In_Person,2021-05-13 08:55
FB-0003901,2021-05-13,S3968,MH_A,Breakfast,Bread-Omelette,Egg,1,4,4,5,,,2.0,False,False,,Too_Little,,QR_Code,2021-05-13 08:21
FB-0003902,2021-05-13,S1387,MH_A,Lunch,Mixed Veg,Veg,2,4,5,2,,,4.0,False,False,,Just_Right,,In_Person,2021-05-13 13:06
FB-0003903,2021-05-13,S1387,MH_A,Lunch,Khichdi,Veg,4,2,2,4,,,5.0,False,True,,Just_Right,,In_Person,2021-05-13 13:00
FB-0003904,"May 13, 2021",S1387,MH_A,Lunch,Egg Bhurji,Egg,1,3,2,4,,,3.0,False,False,,Too_Little,,QR_Code,2021-05-13 13:32
FB-0003905,13/05/2021,S1392,MH_A,Breakfast,Bread-Butter,Veg,4,5,2,4,,,4.0,True,True,,,very tasty,QR_Code,2021-05-13 07:08
FB-0003906,13/05/2021,,MH_A,Breakfast,Egg Bhurji,Egg,2,4,3,1,,,4.0,False,False,,,no salt,QR_Code,2021-05-13 09:11
FB-0003907,2021-05-13,S1392,MH_A,Breakfast,Samosa,Veg,5,3,4,2,,,5.0,False,True,,Just_Right,,QR_Code,2021-05-13 07:30
FB-0003908,"May 13, 2021",S2375,MH_A,Breakfast,Cornflakes,Veg,3,5,2,3,,,2.0,False,True,,,,QR_Code,2021-05-13 08:21
FB-0003909,"May 13, 2021",S2375,MH_A,Breakfast,Egg Curry,Egg,3,4,5,3,,,4.0,False,True,,,too oily,QR_Code,2021-05-13 08:07
FB-0003910,2021-05-13,S2008,MH_A,Breakfast,Idli-Sambar,Veg,1,5,2,3,,,1.0,False,False,,Just_Right,,QR_Code,2021-05-13 09:15
FB-0003911,2021-05-13,S2008,MH_A,Breakfast,Puri-Sabzi,Veg,1,2,3,4,,,2.0,False,False,,Just_Right,,QR_Code,2021-05-13 09:06
FB-0003912,2021-05-13,S2008,MH_A,Breakfast,Upma,Veg,4,4,4,2,,,4.0,False,True,,,,QR_Code,2021-05-13 08:30
FB-0003913,2021-05-13,S1955,MH_A,Lunch,Chicken Masala,Non_Veg,2,4,1,4,,,,False,False,,Too_Little,very tasty,In_Person,2021-05-13 14:20
FB-0003914,2021-05-13,S1955,MH_A,Lunch,Mixed Veg,Veg,4,2,4,2,,,4.0,False,False,,,,QR_Code,2021-05-13 14:47
FB-0003915,2021-05-13,S1996,MH_A,Dinner,Chicken Biryani,Non_Veg,2,4,4,3,,,2.0,False,True,,Just_Right,,QR_Code,2021-05-13 20:32
FB-0003916,2021-05-13,S1996,MH_A,Dinner,Kadhi Pakoda,Veg,1,1,4,3,,,4.0,False,False,,Too_Little,,QR_Code,2021-05-13 20:08
FB-0003917,"May 13, 2021",S3450,MH_A,Dinner,Egg Curry,Egg,4,2,4,3,,,5.0,False,True,,Just_Right,,QR_Code,2021-05-13 20:14
FB-0003918,"May 13, 2021",S3450,MH_A,Dinner,Chole Bhature,Veg,5,1,3,3,,,2.0,False,True,,Just_Right,,QR_Code,2021-05-13 21:52
FB-0003919,13/05/2021,S3450,MH_A,Dinner,Keema Matar,Non_Veg,1,1,3,1,,,3.0,False,False,True,,,QR_Code,2021-05-13 20:40
FB-0003920,"May 13, 2021",S1964,MH_A,Dinner,Mixed Veg,Veg,5,4,3,3,,,2.0,False,True,,Just_Right,stale,In_Person,2021-05-13 20:48
FB-0003921,2021-05-13,S1964,MH_A,Dinner,Rajma Rice,Veg,2,3,2,4,,,4.0,False,False,,Too_Little,,QR_Code,2021-05-13 22:27
FB-0003922,"May 13, 2021",S3464,MH_A,Lunch,Mixed Veg,Veg,3,3,5,3,,,5.0,False,True,,,not fresh,QR_Code,2021-05-13 13:30
FB-0003923,2021-05-13,S3464,MH_A,Lunch,Chicken Soup,Non_Veg,2,5,4,3,,,4.0,False,False,True,Too_Little,,QR_Code,2021-05-13 13:43
FB-0003924,2021-05-13,S1087,MH_A,Snacks,Poha,Veg,2,3,3,4,,,4.0,False,False,,Just_Right,,QR_Code,2021-05-13 17:37
FB-0003925,13/05/2021,S1087,MH_A,Snacks,Tea,Veg,1,5,5,3,,,4.0,False,False,,,,In_Person,2021-05-13 17:19
FB-0003926,13/05/2021,S1087,MH_A,Snacks,Bread-Butter,Veg,1,2,4,3,,,5.0,False,False,,Just_Right,cold,App,2021-05-13 17:11
FB-0003927,2021-05-13,,MH_A,Lunch,Dosa,Veg,5,4,4,4,,,1.0,False,True,,,,In_Person,2021-05-13 13:56
FB-0003928,13/05/2021,S1663,MH_A,Lunch,Keema Matar,Non_Veg,1,4,4,4,,,,False,True,,,,QR_Code,2021-05-13 13:55
FB-0003929,13/05/2021,S1663,MH_A,Lunch,Aloo Dum,Veg,2,3,5,5,,,5.0,False,False,,,,QR_Code,2021-05-13 13:23
FB-0003930,2021-05-13,S2667,MH_A,Lunch,Kadhi Pakoda,Veg,2,3,4,2,,,3.0,False,False,,Just_Right,stale,QR_Code,2021-05-13 13:59
FB-0003931,2021-05-13,S2667,MH_A,Lunch,Sambar Rice,Veg,4,3,3,3,,,1.0,False,False,,Too_Little,stale,In_Person,2021-05-13 12:56
FB-0003932,"May 13, 2021",S2667,MH_A,Lunch,Dosa,Veg,5,5,3,4,,,3.0,False,True,,Just_Right,,QR_Code,2021-05-13 14:23
FB-0003933,13/05/2021,S2354,MH_A,Snacks,Tea,Veg,3,3,3,4,,,4.0,False,False,,,,QR_Code,2021-05-13 17:15
FB-0003934,2021-05-13,S2354,MH_A,Snacks,Puri-Sabzi,Veg,2,1,3,4,,,,False,False,,Too_Little,,QR_Code,2021-05-13 17:17
FB-0003935,2021-05-13,S2354,MH_A,Snacks,Dosa,Veg,5,5,4,4,,,,False,True,,Too_Little,,QR_Code,2021-05-13 18:30
FB-0003936,2021-05-13,S2554,MH_A,Dinner,Bread-Omelette,Egg,5,2,4,3,,,3.0,False,True,,Too_Little,undercooked,QR_Code,2021-05-13 22:12
FB-0003937,2021-05-13,S2554,MH_A,Dinner,Egg Bhurji,Egg,3,1,3,4,,,4.0,False,False,,Too_Much,,QR_Code,2021-05-13 20:40
FB-0003938,13/05/2021,S3761,MH_A,Lunch,Fish Fry,Non_Veg,2,2,4,4,,,5.0,False,True,,Just_Right,,QR_Code,2021-05-13 12:30
FB-0003939,2021-05-13,S3761,MH_A,Lunch,Dal Fry,Veg,2,5,3,2,,,4.0,False,False,,Too_Little,stale,QR_Code,2021-05-13 13:56
FB-0003940,13/05/2021,S3435,MH_A,Breakfast,Boiled Eggs,Egg,2,2,3,5,,,4.0,False,False,,,,QR_Code,2021-05-13 09:03
FB-0003941,13/05/2021,S3435,MH_A,Breakfast,Coffee,Veg,5,4,4,4,,,2.0,False,True,,Just_Right,,In_Person,2021-05-13 08:25
FB-0003942,"May 13, 2021",S3435,MH_A,Breakfast,Egg Bhurji,Egg,4,5,5,2,,,5.0,False,True,,Too_Little,,QR_Code,2021-05-13 08:18
FB-0003943,2021-05-13,S1829,MH_A,Breakfast,Idli-Sambar,Veg,4,3,4,4,,,4.0,False,True,,,stale,QR_Code,2021-05-13 09:18
FB-0003944,2021-05-13,S1829,MH_A,Breakfast,Bhel Puri,Veg,5,1,4,2,,,3.0,False,True,,Just_Right,,QR_Code,2021-05-13 08:21
FB-0003945,13/05/2021,S1267,MH_A,Lunch,Egg Curry,Egg,4,2,3,4,,,,False,True,,Just_Right,,In_Person,2021-05-13 12:53
FB-0003946,2021-05-13,S1267,MH_A,Lunch,Boiled Eggs,Egg,3,2,4,2,,,2.0,False,True,,Just_Right,bland,QR_Code,2021-05-13 14:12
FB-0003947,2021-05-13,S1267,MH_A,Lunch,Aloo Gobi,Veg,2,5,4,3,,,1.0,False,False,,Just_Right,very tasty,In_Person,2021-05-13 13:40
FB-0003948,"May 13, 2021",S4982,MH_A,Dinner,Paneer Curry,Veg,5,3,3,4,,,5.0,False,False,,Too_Little,,QR_Code,2021-05-13 20:31
FB-0003949,"May 13, 2021",S5048,MH_A,Dinner,Prawn Masala,Non_Veg,2,1,4,3,,,4.0,False,False,True,Just_Right,,QR_Code,2021-05-13 21:36
FB-0003950,2021-05-13,S3950,MH_A,Lunch,Prawn Masala,Non_Veg,3,2,4,3,,,3.0,False,False,,,,QR_Code,2021-05-13 13:58
FB-0003951,2021-05-13,S3950,MH_A,Lunch,Dosa,Veg,3,3,4,4,,,5.0,False,True,,,,QR_Code,2021-05-13 14:05
FB-0003952,2021-05-13,S2882,MH_A,Lunch,Chana Masala,Veg,2,3,4,5,,,,False,False,,Just_Right,,QR_Code,2021-05-13 14:31
FB-0003953,2021-05-13,S2882,MH_A,Lunch,Idli-Sambar,Veg,5,3,2,1,,,4.0,False,False,,Just_Right,,App,2021-05-13 13:44
FB-0003954,2021-05-13,,MH_A,Snacks,Poha,Veg,2,5,3,2,,,4.0,False,False,,Just_Right,,QR_Code,2021-05-13 17:17
FB-0003955,2021-05-13,S2165,MH_A,Snacks,Egg Fried Rice,Egg,4,4,4,4,,,4.0,False,False,,Just_Right,,QR_Code,2021-05-13 17:23
FB-0003956,"May 13, 2021",S2165,MH_A,Snacks,Coffee,Veg,4,1,5,4,,,5.0,False,True,,Too_Much,,QR_Code,2021-05-13 17:46
FB-0003957,2021-05-13,S3781,MH_A,Snacks,Idli-Sambar,Veg,2,1,4,4,,,1.0,False,False,,,too oily,QR_Code,2021-05-13 18:06
FB-0003958,2021-05-13,S3781,MH_A,Snacks,Poha,Veg,1,1,2,1,,,3.0,False,False,,,bland,In_Person,2021-05-13 17:41
FB-0003959,13/05/2021,S3781,MH_A,Snacks,Rava Idli,Veg,5,3,2,4,,,4.0,True,True,,Just_Right,no salt,QR_Code,2021-05-13 18:11
FB-0003960,"May 13, 2021",S3778,MH_B,Lunch,Rajma Rice,Veg,1,1,4,4,,,3.0,False,False,,Just_Right,,QR_Code,2021-05-13 14:17
FB-0003961,13/05/2021,S3778,MH_B,Lunch,Egg Bhurji,Egg,1,4,3,4,,,4.0,False,False,,Just_Right,not fresh,QR_Code,2021-05-13 13:55
FB-0003962,2021-05-13,S3778,MH_B,Lunch,Boiled Eggs,Egg,1,5,5,1,,,4.0,False,False,,,,In_Person,2021-05-13 14:26
FB-0003963,"May 13, 2021",S2602,MH_B,Dinner,Mutton Curry,Non_Veg,2,3,5,3,,,4.0,False,True,,,,QR_Code,2021-05-13 21:52
FB-0003964,2021-05-13,S2602,MH_B,Dinner,Egg Curry,Egg,4,2,4,3,,,5.0,False,True,,Too_Little,undercooked,QR_Code,2021-05-13 21:14
FB-0003965,2021-05-13,S1808,MH_B,Lunch,Chicken Biryani,Non_Veg,5,2,4,2,,,,False,True,False,Too_Little,,QR_Code,2021-05-13 12:41
FB-0003966,"May 13, 2021",S1808,MH_B,Lunch,Chole Bhature,Veg,2,4,5,4,,,5.0,False,False,,Just_Right,undercooked,QR_Code,2021-05-13 13:31
FB-0003967,"May 13, 2021",S3538,MH_B,Lunch,Dal Fry,Veg,1,5,3,4,,,5.0,False,True,,Just_Right,,In_Person,2021-05-13 12:59
FB-0003968,2021-05-13,S3538,MH_B,Lunch,Dum Aloo,Veg,1,3,5,2,,,1.0,False,False,,Just_Right,too oily,QR_Code,2021-05-13 14:45
FB-0003969,13/05/2021,S3538,MH_B,Lunch,Egg Bhurji,Egg,2,1,4,3,,,4.0,False,True,,Just_Right,,In_Person,2021-05-13 13:19
FB-0003970,"May 13, 2021",S1855,MH_B,Breakfast,Samosa,Veg,3,3,5,5,,,,False,False,,Too_Little,bland,QR_Code,2021-05-13 07:46
FB-0003971,2021-05-13,S1855,MH_B,Breakfast,Poha,Veg,2,5,4,3,,,3.0,False,False,,Just_Right,very tasty,QR_Code,2021-05-13 07:56
FB-0003972,13/05/2021,S1535,MH_B,Lunch,Bread-Omelette,Egg,2,4,5,5,,,5.0,False,False,,Just_Right,no salt,In_Person,2021-05-13 12:57
FB-0003973,2021-05-13,S1535,MH_B,Lunch,Egg Bhurji,Egg,3,3,4,2,,,1.0,False,True,,Just_Right,,QR_Code,2021-05-13 14:46
FB-0003974,2021-05-13,S1429,MH_B,Breakfast,Bhel Puri,Veg,2,5,4,5,,,1.0,False,False,,Just_Right,,In_Person,2021-05-13 08:56
FB-0003975,"May 13, 2021",S1429,MH_B,Breakfast,Poha,Veg,4,3,2,2,,,1.0,False,True,,Just_Right,,In_Person,2021-05-13 09:06
FB-0003976,2021-05-13,,MH_B,Breakfast,Fruit Plate,Vegan,3,4,4,5,,,4.0,False,True,,Just_Right,,QR_Code,2021-05-13 07:34
FB-0003977,"May 13, 2021",S2083,MH_B,Breakfast,Dosa,Veg,4,5,2,4,,,4.0,False,True,,Just_Right,no salt,QR_Code,2021-05-13 09:14
FB-0003978,2021-05-13,S2083,MH_B,Breakfast,Egg Curry,Egg,5,4,3,1,,,4.0,False,True,,Too_Little,,QR_Code,2021-05-13 08:31
FB-0003979,"May 13, 2021",S2083,MH_B,Breakfast,Tea,Veg,4,2,5,3,,,2.0,False,True,,,,QR_Code,2021-05-13 07:54
FB-0003980,13/05/2021,S2627,MH_B,Snacks,Poha,Veg,5,2,4,4,,,3.0,False,True,,Just_Right,,In_Person,2021-05-13 17:05
FB-0003981,2021-05-13,S2627,MH_B,Snacks,Upma,Veg,4,4,5,2,,,,False,True,,Too_Much,,In_Person,2021-05-13 17:08
FB-0003982,13/05/2021,S2210,MH_B,Dinner,Chana Masala,Veg,2,3,3,1,,,,False,True,,Too_Little,,In_Person,2021-05-13 20:56
FB-0003983,2021-05-13,S2210,MH_B,Dinner,Egg Fried Rice,Egg,4,4,5,2,,,2.0,False,False,,,,In_Person,2021-05-13 21:48
FB-0003984,2021-05-13,S3849,MH_B,Snacks,Poha,Veg,2,3,3,2,,,4.0,False,False,,Too_Little,no salt,QR_Code,2021-05-13 18:10
FB-0003985,2021-05-13,S3849,MH_B,Snacks,Poha,Veg,3,4,3,4,,,4.0,False,False,,,,QR_Code,2021-05-13 18:10
FB-0003986,2021-05-13,S3849,MH_B,Snacks,Tea,Veg,2,5,2,2,,,4.0,False,False,,Too_Little,stale,QR_Code,2021-05-13 18:14
FB-0003987,2021-05-13,S1729,MH_B,Breakfast,Rava Idli,Veg,2,5,5,1,,,2.0,False,False,,,,In_Person,2021-05-13 07:39
FB-0003988,2021-05-13,,MH_B,Breakfast,Samosa,Veg,5,5,4,3,,,4.0,False,True,,Just_Right,cold,In_Person,2021-05-13 08:14
FB-0003989,2021-05-13,S1866,MH_B,Lunch,Egg Bhurji,Egg,1,2,3,5,,,4.0,False,True,,Too_Little,,QR_Code,2021-05-13 12:39
FB-0003990,2021-05-13,S1866,MH_B,Lunch,Paneer Curry,Veg,5,5,4,3,,,5.0,False,True,,Just_Right,,QR_Code,2021-05-13 13:30
FB-0003991,13/05/2021,S3557,MH_B,Breakfast,Bread-Omelette,Egg,3,4,2,4,,,2.0,False,True,,Just_Right,not fresh,QR_Code,2021-05-13 08:20
FB-0003992,"May 13, 2021",S3557,MH_B,Breakfast,Boiled Eggs,Egg,4,1,4,3,,,4.0,False,False,,Too_Much,,QR_Code,2021-05-13 08:33
FB-0003993,2021-05-13,S3557,MH_B,Breakfast,Poha,Veg,2,3,3,3,,,5.0,False,False,,Too_Little,,QR_Code,2021-05-13 08:25
FB-0003994,13/05/2021,S2446,MH_B,Dinner,Rajma Rice,Veg,2,2,5,1,,,4.0,False,False,,,no salt,In_Person,2021-05-13 21:53
FB-0003995,2021-05-13,S2446,MH_B,Dinner,Mutton Curry,Non_Veg,3,1,3,4,,,4.0,False,True,,,,In_Person,2021-05-13 21:44
FB-0003996,2021-05-13,S2446,MH_B,Dinner,Chicken Biryani,Non_Veg,1,2,3,2,,,3.0,True,False,,,,In_Person,2021-05-13 22:01
FB-0003997,2021-05-13,S5170,MH_B,Snacks,Fruit Plate,Vegan,2,2,2,1,,,3.0,False,False,,Just_Right,,In_Person,2021-05-13 18:59
FB-0003998,"May 13, 2021",S3630,MH_B,Snacks,Egg Fried Rice,Egg,4,3,4,2,,,4.0,False,False,,Too_Little,,QR_Code,2021-05-13 18:00
FB-0003999,13/05/2021,S3630,MH_B,Snacks,Bhel Puri,Veg,1,2,3,3,,,2.0,False,False,,Too_Much,stale,In_Person,2021-05-13 18:15
FB-0004000,2021-05-13,S3522,MH_B,Dinner,Fish Fry,Non_Veg,1,3,4,4,,,3.0,False,False,True,Just_Right,,QR_Code,2021-05-13 21:52
